dict	l_id	k1	predicted	sample_seq
ap90	21209	prAraMBaRaM	equivalent	63
ap90	21353	prEzaRika	equivalent	64
ap90	21511	PupPusaH	equivalent	65
ap90	21531	baMhIyas	equivalent	66
ap90	21951	BaRanaM	equivalent	67
ap90	22096	BAta	equivalent	68
ap90	22183	Bidelima	equivalent	69
ap90	22283	BftyIBU	equivalent	70
ap90	22946	mAtsara	equivalent	71
ap90	23287	mumUrzA	equivalent	72
ap90	23400	mfjita	equivalent	73
ap90	23566	mOkaliH	equivalent	74
ap90	23976	raW	equivalent	75
ap90	23990	raTAraTi	equivalent	76
ap90	2407	apaBAzaRaM	equivalent	77
ap90	2436	aparedyuH	equivalent	78
ap90	24593	lAlitakaH	equivalent	79
ap90	24880	vaMcatiH	equivalent	80
ap90	25386	vARijyaM	equivalent	81
ap90	25502	vArDraM	equivalent	82
ap90	25727	vigAhaH	equivalent	83
ap90	26663	vizya	equivalent	84
ap90	26734	visraM	equivalent	85
ap90	26924	vetaMqaH	equivalent	86
ap90	27131	vEvartaM	equivalent	87
ap90	27231	vyaDikaraRaM	equivalent	88
ap90	2856	apramada	equivalent	89
ap90	28747	saMstabDa	equivalent	90
ap90	28757	saMstAraH	equivalent	91
ap90	30669	sOraTaH	equivalent	92
ap90	31154	svarus	equivalent	93
ap90	31586	hrag	equivalent	94
ap90	3177	aBipUraRaM	equivalent	95
ap90	3231	aBimAnuka	equivalent	96
ap90	3369	aBiSaMkA	equivalent	97
ap90	3565	aByaMka	equivalent	98
ap90	3613	aByaS	equivalent	99
ap90	3650	aByADA	equivalent	100
ap90	3898	aMB	equivalent	101
ap90	3951	ayAnayaM	equivalent	102
ap90	4008	aratnikaH	equivalent	103
ap90	4466	avaca	equivalent	104
ap90	4514	avataH	equivalent	105
ap90	454	awala	equivalent	106
ap90	4828	avaSInaH	equivalent	107
ap90	528	atiKawva	equivalent	108
ap90	5328	aSvA	equivalent	109
ap90	5729	AkarR	equivalent	110
ap90	6094	AtiSayyaM	equivalent	111
ap90	6116	Atmaka	equivalent	112
ap90	6229	ADAvaH	equivalent	113
ap90	6558	AmaraRAMta	equivalent	114
ap90	6613	AMBasika	equivalent	115
ap90	6939	Avidvas	equivalent	116
ap90	697	atiSAyanaM	equivalent	117
ap90	7717	utkawukAsanaM	equivalent	118
ap90	782	atyupaDa	equivalent	119
ap90	7928	utprASanaM	equivalent	120
ap90	8574	upatAraka	equivalent	121
ap90	875	adman	equivalent	122
ap90	8782	upayAc	equivalent	123
ap90	8847	upavAdaH	equivalent	124
ap90	9389	UrvyaMgaM	equivalent	125
ap90	9699	okulaH	equivalent	126
ap90	9830	Opapakzya	equivalent	127
ap90	9888	OlUkyaH	equivalent	128
ap90	9938	kakuha	equivalent	129
ap90	10268	kapucCalaM	encyclopedic	130
ap90	1037	aDizWita	encyclopedic	131
ap90	10550	kavalaH	encyclopedic	132
ap90	10610	kAkaH	encyclopedic	133
ap90	10791	kArpawaH	encyclopedic	134
ap90	11134	kup	encyclopedic	135
ap90	11748	kroDana	encyclopedic	136
ap90	12516	gir	encyclopedic	137
ap90	12657	gf	encyclopedic	138
ap90	129	akzaya	encyclopedic	139
ap90	12924	GurGuraH	encyclopedic	140
ap90	13188	cAkra	encyclopedic	141
ap90	13208	cAturaka	encyclopedic	142
ap90	13252	cAy	encyclopedic	143
ap90	13572	CaMdakaH	encyclopedic	144
ap90	13834	jasuH	encyclopedic	145
ap90	13965	jihma	encyclopedic	146
ap90	14299	taw	encyclopedic	147
ap90	14300	tawaH	encyclopedic	148
ap90	14370	taMtukaH	encyclopedic	149
ap90	14422	tamata	encyclopedic	150
ap90	14563	tAdarTyaM	encyclopedic	151
ap90	14585	tAmisraH	encyclopedic	152
ap90	14621	tAlakaM	encyclopedic	153
ap90	14890	tfpra	encyclopedic	154
ap90	14976	toraRaH	encyclopedic	155
ap90	15108	Tuq	encyclopedic	156
ap90	15268	daSaDA	encyclopedic	157
ap90	15381	dArduraH	encyclopedic	158
ap90	15887	dvezaH	encyclopedic	159
ap90	16116	DUmaH	encyclopedic	160
ap90	16623	nikramaRaM	encyclopedic	161
ap90	16687	nicuMpuRaH	encyclopedic	162
ap90	17038	nirvARa	encyclopedic	163
ap90	17312	nIqaH	encyclopedic	164
ap90	17457	nodanaM	encyclopedic	165
ap90	18441	paryAyaH	encyclopedic	166
ap90	18471	parvan	encyclopedic	167
ap90	18538	paScima	encyclopedic	168
ap90	18691	pAnIya	encyclopedic	169
ap90	18694	pApaka	encyclopedic	170
ap90	18914	piccawa	encyclopedic	171
ap90	19739	praRam	encyclopedic	172
ap90	19832	pratigarj	encyclopedic	173
ap90	20059	pratizidDa	encyclopedic	174
ap90	20605	prayAta	encyclopedic	175
ap90	20950	prasTa	encyclopedic	176
ap90	20966	prasPuwa	encyclopedic	177
ap90	2111	aMtarayaH	encyclopedic	178
ap90	2136	aMtya	encyclopedic	179
ap90	21372	prota	encyclopedic	180
ap90	21383	protsAhakaH	encyclopedic	181
ap90	21702	bAlikA	encyclopedic	182
ap90	21936	BaMjana	encyclopedic	183
ap90	22108	BAraH	encyclopedic	184
ap90	2241	anvita	encyclopedic	185
ap90	22439	maH	encyclopedic	186
ap90	22678	maMdAyate	encyclopedic	187
ap90	23040	mArIca	encyclopedic	188
ap90	23133	mAheya	encyclopedic	189
ap90	23218	mukulaH	encyclopedic	190
ap90	23270	mudgaH	encyclopedic	191
ap90	23271	mudgaraH	encyclopedic	192
ap90	23335	muhira	encyclopedic	193
ap90	2353	apaTya	encyclopedic	194
ap90	23874	yogin	encyclopedic	195
ap90	24118	rADA	encyclopedic	196
ap90	24305	revA	encyclopedic	197
ap90	24495	lalat	encyclopedic	198
ap90	24638	lipta	encyclopedic	199
ap90	25112	varjita	encyclopedic	200
ap90	25124	varRinI	encyclopedic	201
ap90	25354	vAcika	encyclopedic	202
ap90	25647	vikf	encyclopedic	203
ap90	26206	viBaj	encyclopedic	204
ap90	26470	vivaDaH	encyclopedic	205
ap90	26512	vivekin	encyclopedic	206
ap90	2670	apAvft	encyclopedic	207
ap90	26944	vedin	encyclopedic	208
ap90	26951	veDanaM	encyclopedic	209
ap90	27070	vEdya	encyclopedic	210
ap90	27387	vyAmarzaH	encyclopedic	211
ap90	27861	SArdUlaH	encyclopedic	212
ap90	279	aMgadaM	encyclopedic	213
ap90	27913	SiH	encyclopedic	214
ap90	27950	SiMjinI	encyclopedic	215
ap90	28022	SIGrAyate	encyclopedic	216
ap90	28029	SItaka	encyclopedic	217
ap90	28112	SuBA	encyclopedic	218
ap90	28154	SUnyA	encyclopedic	219
ap90	28729	saMsargin	encyclopedic	220
ap90	28936	saMGaH	encyclopedic	221
ap90	29068	satyavat	encyclopedic	222
ap90	29138	saMtam	encyclopedic	223
ap90	29208	saMDAraRaM	encyclopedic	224
ap90	29241	saMnivft	encyclopedic	225
ap90	29288	saBAjanaM	encyclopedic	226
ap90	29770	saMmaMtr	encyclopedic	227
ap90	29899	savitrI	encyclopedic	228
ap90	29928	sasaMBrama	encyclopedic	229
ap90	30016	sAwopa	encyclopedic	230
ap90	30051	sADAraRI	encyclopedic	231
ap90	30086	sAMniDyaM	encyclopedic	232
ap90	30126	sAmudra	encyclopedic	233
ap90	30382	sunAraH	encyclopedic	234
ap90	30472	sUrI	encyclopedic	235
ap90	30588	sodvega	encyclopedic	236
ap90	3237	aBimAti	encyclopedic	237
ap90	3719	aByuzaH	encyclopedic	238
ap90	428	aMcatiH	encyclopedic	239
ap90	476	aRu	encyclopedic	240
ap90	4763	avalaMbaH	encyclopedic	241
ap90	4780	avalIlA	encyclopedic	242
ap90	4872	avasecanaM	encyclopedic	243
ap90	5111	aviza	encyclopedic	244
ap90	5170	avyaMjana	encyclopedic	245
ap90	6247	ADmAnaM	encyclopedic	246
ap90	6249	ADyakzyaM	encyclopedic	247
ap90	6391	Apatita	encyclopedic	248
ap90	6490	ABA	encyclopedic	249
ap90	6641	Ayam	encyclopedic	250
ap90	6968	Avf	encyclopedic	251
ap90	7128	Asad	encyclopedic	252
ap90	7131	Asanna	encyclopedic	253
ap90	7734	utkalikA	encyclopedic	254
ap90	858	adfzwiH	encyclopedic	255
ap90	8761	upamAtf	encyclopedic	256
ap90	878	adya	encyclopedic	257
ap90	88	akUpAra	encyclopedic	258
ap90	8954	upasattiH	encyclopedic	259
ap90	9168	upoh	encyclopedic	260
ap90	10037.1	kawI	residual	261
ap90	11277	kuSIdaM	residual	262
ap90	11570.1	koyazwikaH	residual	263
ap90	11604.1	kOMkaRaH	residual	264
ap90	11607.1	kOwikaH	residual	265
ap90	1168.1	anaDyayanaM	residual	266
ap90	1197.1	anaparADin	residual	267
ap90	14493.1	tardU	residual	268
ap90	14661.2	tiMtiqikA	residual	269
ap90	14729.2	tuzAraH	residual	270
ap90	15558.1	dUtI	residual	271
ap90	15673.1	dEnyaM	residual	272
ap90	16965	nirDAra	residual	273
ap90	17523.1	nyAsin	residual	274
ap90	18458.1	paryupAsin	residual	275
ap90	18803.1	pArivetryaM	residual	276
ap90	1896.1	anuvAsanaM	residual	277
ap90	21521.01	Penala	residual	278
ap90	21653.1	bahutvaM	residual	279
ap90	22421.01	BlAS	residual	280
ap90	22927.1	mARimaMTaM	residual	281
ap90	2431.1	aparatvaM	residual	282
ap90	24757.1	lowikA	residual	283
ap90	2510	apavarta	residual	284
ap90	26126	viparyAyaH	residual	285
ap90	27168.01	volakaH	residual	286
ap90	28215.1	SEKareyaH	residual	287
ap90	28546.1	zWevanaM	residual	288
ap90	30324.1	sihlakaH	residual	289
ap90	306.2	aMgurIyaM	residual	290
ap90	31537.1	hezA	residual	291
ap90	4545.1	avattin	residual	292
ap90	5810.1	Akrozwf	residual	293
ap90	6685.1	AraM	residual	294
ap90	7579.1	uccatvaM	residual	295
ap90	8054	udAna	residual	296
ap90	8386.1	unmanaska	residual	297
ap90	8556.1	upajozaRaM	residual	298
ap90	9245	ulupa	residual	299
ap90	9334.1	uzRIzaM	residual	300
ben	10526	BAraRqa	synonym	1
ben	108	aNgulitra	synonym	2
ben	10810	majj	synonym	3
ben	10825	maYjizWA	synonym	4
ben	10893.002	trimaDu	synonym	5
ben	11005.002	AmaraRam	synonym	6
ben	11363.002	amuc	synonym	7
ben	11704	yadvat	synonym	8
ben	11775	yAdfS	synonym	9
ben	11776	yAna	synonym	10
ben	11859	yogin	synonym	11
ben	11910	raGupatvan	synonym	12
ben	1202	avazwamBa	synonym	13
ben	12074	rADa	synonym	14
ben	12116	riraMsA	synonym	15
ben	12136	rukza	synonym	16
ben	12186	rUpya	synonym	17
ben	12240	ropaRa	synonym	18
ben	12430.012	vizRuliNgI	synonym	19
ben	12504	loc	synonym	20
ben	12643	vaRqa	synonym	21
ben	12772.006	ekavarRa	synonym	22
ben	13393	vinirRaya	synonym	23
ben	13597	vivAda	synonym	24
ben	13716	vizAda	synonym	25
ben	13836	vIRin	synonym	26
ben	13964	veda	synonym	27
ben	1411	AGfRi	synonym	28
ben	14288	vyAhAra	synonym	29
ben	14435	SanEs	synonym	30
ben	14628.020	parRaSAlA	synonym	31
ben	1463	Atura	synonym	32
ben	14699	SiraHsTa	synonym	33
ben	14940	SORqikeya	synonym	34
ben	15167	saMyojana	synonym	35
ben	15246	saMskriyA	synonym	36
ben	15353.002	BrAtfsaMGAtavant	synonym	37
ben	15376	saMcalanAqi	synonym	38
ben	15417	sattva	synonym	39
ben	15779.014	garBasaMBava	synonym	40
ben	16053	sAmparAya	synonym	41
ben	16189.024	asuta	synonym	42
ben	16602	sTARuvat	synonym	43
ben	16605.046	saMketasTAna	synonym	44
ben	16928	svid	synonym	45
ben	17038	havas	synonym	46
ben	17069	hAnikara	synonym	47
ben	17071	hAyana	synonym	48
ben	17234	helA	synonym	49
ben	1863	idam	synonym	50
ben	1998	uwaja	synonym	51
ben	220	aTa	synonym	52
ben	2492	Urj	synonym	53
ben	278	aDiropaRa	synonym	54
ben	2938	kamaRqalu	synonym	55
ben	3225	kAma	synonym	56
ben	3605	kulIna	synonym	57
ben	3811	kokila	synonym	58
ben	3945.002	jalakrIqA	synonym	59
ben	43.022	rAjAgni	synonym	60
ben	4995	citragupta	synonym	61
ben	5250.004	ekajAta	synonym	62
ben	5313	jalaja	synonym	63
ben	5363	jAtIya	synonym	64
ben	5640	tawinI	synonym	65
ben	5652	taRqula	synonym	66
ben	6368	dA	synonym	67
ben	7045	DurIRa	synonym	68
ben	7835	nF	synonym	69
ben	8074.006	mahApadma	synonym	70
ben	8250	parityAga	synonym	71
ben	8590	pARi	synonym	72
ben	8788	piNgalita	synonym	73
ben	8963	pura	synonym	74
ben	9254	pOra	synonym	75
ben	9915	prasara	synonym	76
ben	10077.022	vanapriya	equivalent	77
ben	10092	pruzvAya	equivalent	78
ben	10097.002	tiryakprekzin	equivalent	79
ben	10243.016	nAgabala	equivalent	80
ben	10296	bAleya	equivalent	81
ben	10398	BagAla	equivalent	82
ben	10572	Bikzuka	equivalent	83
ben	10675	Bfq	equivalent	84
ben	10726.004	bahuBOma	equivalent	85
ben	10820	maYjara	equivalent	86
ben	10934	manu	equivalent	87
ben	10944	manohara	equivalent	88
ben	11051	malayaja	equivalent	89
ben	11166.042	pApakzayamAtra	equivalent	90
ben	11202.006	astenamAnin	equivalent	91
ben	11205	mAnuzyaka	equivalent	92
ben	11351.010	ayomuKa	equivalent	93
ben	11351.046	jyotirmuKa	equivalent	94
ben	11439	mUQavat	equivalent	95
ben	11619.002	cintAmOna	equivalent	96
ben	11675	yajyu	equivalent	97
ben	11707.014	tElayantra	equivalent	98
ben	11761.002	AtmayAjin	equivalent	99
ben	11801	yiyAsu	equivalent	100
ben	1183.002	duravaroha	equivalent	101
ben	12012	rasaja	equivalent	102
ben	12042.010	tfRarAja	equivalent	103
ben	1226	avAntara	equivalent	104
ben	12406	lAB	equivalent	105
ben	12432	liNgAlikA	equivalent	106
ben	12446	lInatA	equivalent	107
ben	12621	vawiBa	equivalent	108
ben	12656.004	suvadana	equivalent	109
ben	12784.026	hastavartin	equivalent	110
ben	12866.008	karmavaSa	equivalent	111
ben	12930	vahala	equivalent	112
ben	12943	vAgara	equivalent	113
ben	13106.012	cIravalkalavAsas	equivalent	114
ben	13128.024	hotravAhana	equivalent	115
ben	13428	vipina	equivalent	116
ben	13432	viprakarza	equivalent	117
ben	13515	viyama	equivalent	118
ben	13549.002	deSakAlaviroDin	equivalent	119
ben	13572	vilepa	equivalent	120
ben	13597.004	nirvivAda	equivalent	121
ben	13652.002	tAluviSozaRa	equivalent	122
ben	13806	vihAravant	equivalent	123
ben	13827.012	maRivIja	equivalent	124
ben	13904.002	kAlavfdDi	equivalent	125
ben	14192	vyaBicAritA	equivalent	126
ben	14224.004	nOvyasana	equivalent	127
ben	14368.012	SivaSakti	equivalent	128
ben	144	awana	equivalent	129
ben	14415	SatamAna	equivalent	130
ben	14542	SaS	equivalent	131
ben	14652.004	tAmraSAsana	equivalent	132
ben	14753	SIrzaka	equivalent	133
ben	14849	SUrpaka	equivalent	134
ben	14965	SyAva	equivalent	135
ben	15089	SvaBra	equivalent	136
ben	15296	saMkarin	equivalent	137
ben	15672	samIpatas	equivalent	138
ben	15708.006	saMsArasamudra	equivalent	139
ben	15836.002	Adisarga	equivalent	140
ben	1594	ABIla	equivalent	141
ben	16069.038	vedAntasAra	equivalent	142
ben	16099	sArvaBOtika	equivalent	143
ben	16186	sIrin	equivalent	144
ben	16279	sUkti	equivalent	145
ben	16331.002	taptasUrmi	equivalent	146
ben	16540.004	yaTAprastutam	equivalent	147
ben	1661	Arava	equivalent	148
ben	16649.002	mftasnAta	equivalent	149
ben	16727	sPiw	equivalent	150
ben	16758.002	muktAsPowa	equivalent	151
ben	16768	smAraRa	equivalent	152
ben	16805	srastara	equivalent	153
ben	1690.002	sArdra	equivalent	154
ben	17043	havizyantIya	equivalent	155
ben	17072	hAr	equivalent	156
ben	17221	hemaka	equivalent	157
ben	1771.002	sAScarya	equivalent	158
ben	1891.002	mahezuDi	equivalent	159
ben	1938.002	anISvara	equivalent	160
ben	1938.040	deheSvara	equivalent	161
ben	1994	ujjfmBa	equivalent	162
ben	2030.004	dvijottama	equivalent	163
ben	2030.010	mfgottama	equivalent	164
ben	2130	udGawwana	equivalent	165
ben	2222	upakriyA	equivalent	166
ben	228	adamBitva	equivalent	167
ben	266	aDijya	equivalent	168
ben	2714.002	mandOtsukya	equivalent	169
ben	2952	karakAsAr	equivalent	170
ben	2961	karaRqaka	equivalent	171
ben	3049.018	grAmyakarman	equivalent	172
ben	3049.030	toyakarman	equivalent	173
ben	3127.006	sakavaca	equivalent	174
ben	3216	kApAla	equivalent	175
ben	3629	kuSin	equivalent	176
ben	3654.004	nizkUja	equivalent	177
ben	3672	kUrcakin	equivalent	178
ben	3716.008	asatkftya	equivalent	179
ben	4492	guRq	equivalent	180
ben	4515	gurv	equivalent	181
ben	4566	gez	equivalent	182
ben	4582	gotraBid	equivalent	183
ben	4594.002	cakragoptf	equivalent	184
ben	4618	gOtama	equivalent	185
ben	4636.016	navagraha	equivalent	186
ben	4832	caturyuj	equivalent	187
ben	4890	carizRu	equivalent	188
ben	4957.016	duzwacArin	equivalent	189
ben	4968	cikitsana	equivalent	190
ben	4987.002	anyacitta	equivalent	191
ben	5251.006	asajjana	equivalent	192
ben	5692	tantr	equivalent	193
ben	57.004	kuSAgra	equivalent	194
ben	5923	tIm	equivalent	195
ben	593	anvAhArya	equivalent	196
ben	6007	tUryamaya	equivalent	197
ben	6067.004	tilatEla	equivalent	198
ben	6106	tyAjaka	equivalent	199
ben	6160	triSaNku	equivalent	200
ben	6162	trizwuB	equivalent	201
ben	6222	tviz	equivalent	202
ben	623	apacCAya	equivalent	203
ben	6247.012	sadakziRa	equivalent	204
ben	6337	dalana	equivalent	205
ben	6410.004	vizadAyin	equivalent	206
ben	6615	duzprekza	equivalent	207
ben	6678.008	kAmadeva	equivalent	208
ben	6680.014	patidevatA	equivalent	209
ben	6737.004	karmadoza	equivalent	210
ben	6755	dOrgatya	equivalent	211
ben	6758	dOrbala	equivalent	212
ben	6940.004	puzpaDanus	equivalent	213
ben	6961.002	putraDarmatas	equivalent	214
ben	7172	nagnajit	equivalent	215
ben	7248.002	punarnava	equivalent	216
ben	7295	nAgavant	equivalent	217
ben	7366	nAstikatA	equivalent	218
ben	7382	niHsrAva	equivalent	219
ben	7491.004	strInibanDana	equivalent	220
ben	7723	nizkASa	equivalent	221
ben	7985.008	citrapawa	equivalent	222
ben	8064	padaSas	equivalent	223
ben	8070	padAntara	equivalent	224
ben	8091	pannaga	equivalent	225
ben	8199	parigrahItf	equivalent	226
ben	833	aBizecana	equivalent	227
ben	841	aBisaMDAna	equivalent	228
ben	8554.008	punaHpAka	equivalent	229
ben	860	aBISu	equivalent	230
ben	8610.006	garBapAta	equivalent	231
ben	8653.006	DUtapApa	equivalent	232
ben	8760	pAlayitf	equivalent	233
ben	8765	pAvaki	equivalent	234
ben	8919.004	kftAYjalipuwa	equivalent	235
ben	896	aBrAvakASaka	equivalent	236
ben	8972	puraMDi	equivalent	237
ben	9043.026	sapuzpa	equivalent	238
ben	910	amalaya	equivalent	239
ben	9164	pfzodara	equivalent	240
ben	9237	pozin	equivalent	241
ben	9250.002	putrapOtrin	equivalent	242
ben	938	ambumuc	equivalent	243
ben	9468	pratApana	equivalent	244
ben	9540	pratideSam	equivalent	245
ben	9551	pratinAda	equivalent	246
ben	979	arAla	equivalent	247
ben	9929.002	masiprasU	equivalent	248
ben	9974	prAgaBAva	equivalent	249
ben	10990	manyu	encyclopedic	250
ben	11286	mAhAtmika	encyclopedic	251
ben	12589.004	arDokta	encyclopedic	252
ben	12589.008	punarukta	encyclopedic	253
ben	12887	vas	encyclopedic	254
ben	13658	viSramBa	encyclopedic	255
ben	13709	vizaya	encyclopedic	256
ben	14310	vraj	encyclopedic	257
ben	15321	saMkzoBa	encyclopedic	258
ben	1537	Anayana	encyclopedic	259
ben	15531	sapatrAkaraRa	encyclopedic	260
ben	1633	AyAsa	encyclopedic	261
ben	16731	sPuw	encyclopedic	262
ben	1852.002	itaretara	encyclopedic	263
ben	2420	uBayatas	encyclopedic	264
ben	2634	enas	encyclopedic	265
ben	2689	oGa	encyclopedic	266
ben	2947	kambala	encyclopedic	267
ben	3202	kAnana	encyclopedic	268
ben	3700	kftaka	encyclopedic	269
ben	4815	cat	encyclopedic	270
ben	5245	jaqatA	encyclopedic	271
ben	5849	tArtIya	encyclopedic	272
ben	6323	darBa	encyclopedic	273
ben	6721.002	aDidEvata	encyclopedic	274
ben	7703	nizAdin	encyclopedic	275
ben	805	aBirUpa	encyclopedic	276
ben	8230	pariRAma	encyclopedic	277
ben	8543	paz	encyclopedic	278
ben	8648	pAna	encyclopedic	279
ben	8841	pinAka	encyclopedic	280
ben	9024	pulinda	encyclopedic	281
ben	9408	prajana	encyclopedic	282
ben	9420	prajAyinI	encyclopedic	283
ben	9533	pratidarSana	encyclopedic	284
ben	10202	baR	residual	285
ben	10261	bas	residual	286
ben	10357	byus	residual	287
ben	11323	misr	residual	288
ben	11904.003	nagarIrakzin	residual	289
ben	12289	lag	residual	290
ben	12657	vadanya	residual	291
ben	13721	vizk	residual	292
ben	14336	vrUz	residual	293
ben	15034.004	BfguSrezWa	residual	294
ben	15060	Sliz	residual	295
ben	15073	SloR	residual	296
ben	15082	SvaW	residual	297
ben	17260.006	SAlihotra	residual	298
ben	3970	klad	residual	299
ben	9055	pus	residual	300
mw	116299	parasAtkf	synonym	1
mw	155487	madanagopAla	synonym	2
mw	157379	mantravaha	synonym	3
mw	169292	yajYanemi	synonym	4
mw	171323	yAjYikASraya	synonym	5
mw	224181	Slokin	synonym	6
mw	224372	SvaSrUsnuzADanasaMvAda	synonym	7
mw	239706	savyottAna	synonym	8
mw	29516	iz	synonym	9
mw	3746.1	adfSyatI	synonym	10
mw	56007	keSAkeSi	synonym	11
mw	59180	kzAranadI	synonym	12
mw	64570	gATikA	synonym	13
mw	68462	granTa	synonym	14
mw	83427	tarj	synonym	15
mw	102759	nakulaka	equivalent	16
mw	102775	naktacArin	equivalent	17
mw	104403.3	nalada	equivalent	18
mw	104606	navyavat	equivalent	19
mw	105238	nAgara	equivalent	20
mw	105464	nATastuti	equivalent	21
mw	105572.45	nAnArTaSabdaratna	equivalent	22
mw	1058	agnivAsas	equivalent	23
mw	107434	niScyavana	equivalent	24
mw	107860	nikilbiza	equivalent	25
mw	111025	nizPul	equivalent	26
mw	111548	nIlapattrI	equivalent	27
mw	112658	nOkAdaRqa	equivalent	28
mw	113483	pacataBfjjatA	equivalent	29
mw	113993	paYcasidDOzaDI	equivalent	30
mw	116693	parAri	equivalent	31
mw	117447	paricCeda	equivalent	32
mw	117523	pariRata	equivalent	33
mw	118718	parivezwana	equivalent	34
mw	119079	parispfD	equivalent	35
mw	121010	pAMsura	equivalent	36
mw	121465	pARicandra	equivalent	37
mw	122032	pAdANguzWikA	equivalent	38
mw	12365	aBivibuD	equivalent	39
mw	124088	pitfmeDa	equivalent	40
mw	124861	pItaka	equivalent	41
mw	124937	pIvarI	equivalent	42
mw	125124	pummfga	equivalent	43
mw	125934	purastAtpravaRa	equivalent	44
mw	126598	puruzAhuti	equivalent	45
mw	127168	puzpasitA	equivalent	46
mw	127505	pUtiPalA	equivalent	47
mw	129612	pOrRamAsa	equivalent	48
mw	129768	prakawa	equivalent	49
mw	130057	prakftitarala	equivalent	50
mw	133012	pratiluB	equivalent	51
mw	134312	pratyutkarza	equivalent	52
mw	13444	aByAyA	equivalent	53
mw	135483	praBAnu	equivalent	54
mw	135946	pramiye	equivalent	55
mw	13604	aByupagamita	equivalent	56
mw	140624	priyasahacarI	equivalent	57
mw	141185	projJita	equivalent	58
mw	141470	plava	equivalent	59
mw	141509	plavaMgama	equivalent	60
mw	142933	barbara	equivalent	61
mw	143659	bahupattrA	equivalent	62
mw	144507.1	bAlakfzRacampU	equivalent	63
mw	145046	bAhulkAt	equivalent	64
mw	145681	budDibala	equivalent	65
mw	146173	bfhatpuzpa	equivalent	66
mw	147349	brAhmaRatarpaRa	equivalent	67
mw	148097	BawaprakASikA	equivalent	68
mw	149968	BAratamaYjarI	equivalent	69
mw	150058	BArgi	equivalent	70
mw	150857	BinnavarRa	equivalent	71
mw	150953	Bizajya	equivalent	72
mw	152098	BUmakatftIyA	equivalent	73
mw	152243	BUmisena	equivalent	74
mw	152541	BftyABAva	equivalent	75
mw	152569	Bfgu	equivalent	76
mw	154637	maRigarBa	equivalent	77
mw	155612	madAra	equivalent	78
mw	15666	arkIya	equivalent	79
mw	158015	mayoBu	equivalent	80
mw	15843	arTa	equivalent	81
mw	158795	malayaja	equivalent	82
mw	159736	mahAdeva	equivalent	83
mw	16053	arTopama	equivalent	84
mw	163151	mAyAvin	equivalent	85
mw	167395	mfnmayaka	equivalent	86
mw	168361	mokzamahAparizad	equivalent	87
mw	171029	yAta	equivalent	88
mw	172227	yuzmAvat	equivalent	89
mw	172689	yogin	equivalent	90
mw	173200	raGunandana	equivalent	91
mw	175184	ramya	equivalent	92
mw	175284	rayikva	equivalent	93
mw	175311	rava	equivalent	94
mw	17623	avantipurI	equivalent	95
mw	176718	rAjasUyezwi	equivalent	96
mw	177508	rAmavinoda	equivalent	97
