form_slp1	lemma_slp1	pos	n_entries
pramadAvana	pramadAvana	noun	2
pramadAvanam	pramadAvana	noun	3
pramadana	pramad	noun	4
pramadavana	pramadavana	noun	2
pramadvara	pramadvarA	noun	3
pramaganda	pramaganda	noun	2
pramahas	pramahas	noun	5
pramanas	praman	noun	6
pramanyu	pramanyu	noun	3
pramardana	pramardana	noun	6
pramarditAnAm	pramardita	noun	3
prameyatva	prameyatva	noun	2
pramfRA	pramfR	noun	1
pramfta	pramf	noun	2
pramlAnavadana	pramlAnavadana	noun	2
pramodana	pramodana	noun	6
pramodanftya	pramodanftya	noun	2
pramohita	pramohi	noun	2
pramoktum	pramuc	ind	1
pramuKata	pramuKatA	noun	3
pramuYcamAna	pramuc	noun	4
pramud	pramud	noun	14
pranazwADigata	pranazwADigata	noun	2
pranfttavAn	pranft	noun	1
prapIna	prapIna	noun	2
prapIqita	prapIqita	noun	2
prapUraRa	prapUr	noun	4
prapUriRI	prapUr	noun	8
prapUrita	prapUri	noun	4
prapaRam	prapaRAya	noun	12
prapaTa	prapaTa	noun	4
prapaTin	prapaTin	noun	4
prapaYcacaturam	prapaYcacatura	noun	3
prapakza	prapakzi	noun	24
prapalAyita	prapalAyita	noun	2
prapannAyAm	prapad	noun	1
prapat	prapad	noun	14
prapatAn	prapat	noun	5
prapatAt	prapat	noun	6
prapatata	prapat	verb	1
prapateyam	prapat	verb	1
prapatsyAmahe	prapad	verb	2
prapitAmahAnAm	prapitAmaha	noun	3
prapitvAt	prapitva	noun	2
prarADya	prarADya	noun	2
praririce	praric	verb	4
praroheyus	praruh	verb	1
prarudita	prarud	noun	2
praruha	praruh	noun	2
prasADinI	prasADi	noun	8
prasAd	prasAdi	noun	14
prasAdaka	prasAdi	noun	8
prasAdapAtra	prasAdapAtra	noun	2
prasAdaparANmuKa	prasAdaparANmuKa	noun	2
prasAdayasva	prasAdi	verb	2
prasAdita	prasAdi	noun	4
prasAha	prasAhi	noun	16
prasPuw	prasPuw	noun	14
prasTApayizyati	prasTApi	noun	3
prasUmatI	prasUmat	noun	4
prasUyaDvam	prasU	verb	4
prasaMcakzARa	prasaMcakz	noun	4
prasaNKyA	prasaMKyA	noun	25
prasaNKyAna	prasaMKyA	noun	4
prasaNKyAte	prasaMKyA	noun	15
prasaNKyAya	prasaMKyA	noun	8
prasaNgasama	prasaNgasama	noun	2
prasaNgin	prasaNgin	noun	2
prasaYjayan	prasaYji	noun	2
prasaYjayat	prasaYji	noun	3
prasad	prasad	noun	14
prasadam	prasad	noun	22
prasahitum	prasah	ind	2
prasahyamAna	prasah	noun	4
prasajyamAna	prasaYj	noun	2
prasakzin	prasakzin	noun	2
prasamIkzita	prasamIkz	noun	2
prasannAtmA	prasannAtman	noun	3
prasannAtman	prasannAtman	noun	3
prasannasalilA	prasannasalila	noun	1
prasannasalilAni	prasannasalila	noun	3
prasannasalila	prasannasalila	noun	2
prasannatA	prasannatA	noun	3
prasannatvAt	prasannatva	noun	2
prasarpaRa	prasfp	noun	2
prasarpaka	prasfp	noun	4
prasarpamARa	prasfp	noun	2
prasarpasi	prasfp	verb	1
prasarsrARa	prasarsf	noun	4
prasasarja	prasfj	verb	2
prasatta	prasatta	noun	2
prasavItf	prasavItf	noun	3
prasavaDarmA	prasavaDarman	noun	3
prasavaDarma	prasavaDarman	noun	3
prasavaDarmi	prasavaDarmin	noun	3
prasavaDarmin	prasavaDarmin	noun	2
prasavantIm	prasavantI	noun	2
prasiYcante	prasic	verb	1
prasidDatva	prasidDatva	noun	2
prasiti	prasi	noun	24
praskandat	praskand	noun	3
prasnApayanti	prasnApi	noun	4
prasnAtI	prasnA	noun	16
prasnapitA	prasnapita	noun	1
prasnutAnAm	prasnu	noun	3
prasnuzA	prasnuzA	noun	3
prasravaRAnAm	prasravaRa	noun	6
prasraviRIm	prasravin	noun	1
prasrazwAram	prasfj	noun	4
prastuvImahi	prastu	verb	1
prasuptAnAm	prasvap	noun	3
prasuptatAm	prasuptatA	noun	2
prasuvAmi	prasU	verb	1
prasuvAna	prasU	noun	4
prasvAdas	prasvAdas	noun	5
prasvApa	prasvApi	noun	8
prasvas	prasU	noun	40
prat	praT	noun	7
pratAmya	pratam	verb	1
pratApavat	pratApavat	noun	6
pratApin	pratap	noun	2
pratApita	pratApi	noun	2
pratAra	pratAri	noun	8
pratAryamARa	pratAri	noun	2
pratIboDa	pratIboDa	noun	2
pratIcCaka	pratIcCaka	noun	2
pratIcInaPalA	pratIcInaPala	noun	1
pratIcInaPalas	pratIcInaPala	noun	1
pratId	pratii	noun	7
pratIkzaRa	pratiIkz	noun	2
pratIkzamARa	pratiIkz	noun	4
pratIkzin	pratiIkz	noun	2
pratInDaka	pratInDaka	noun	2
pratIpagA	pratIpaga	noun	1
pratIpagAm	pratIpaga	noun	1
pratIpagamana	pratIpagamana	noun	2
pratIpakAya	pratIpaka	noun	4
pratIpavacana	pratIpavacana	noun	2
pratItArTa	pratItArTa	noun	2
pratItAtman	pratItAtman	noun	3
pratItyam	pratii	noun	3
pratIyAm	pratii	verb	1
pratIyAtAm	pratii	verb	1
prataNka	prataNk	noun	8
pratanvatI	pratan	noun	4
pratap	pratap	noun	7
pratapat	pratapat	noun	7
pratarItf	pratF	noun	6
prataraRam	pratF	noun	3
prataret	pratF	verb	1
pratareyam	pratF	verb	1
pratasTuzI	prasTA	noun	4
pratatApa	pratap	verb	2
pratavas	pratavas	noun	5
pratiBAgam	pratiBaj	noun	3
pratiBAsya	pratiBA	noun	4
pratiBUta	pratiBU	noun	2
pratiBarata	pratiBf	verb	1
pratiBayAkAra	pratiBayAkAra	noun	2
pratiBayAkAram	pratiBayAkAra	noun	3
pratiBeda	pratiBedi	noun	8
pratiBfta	pratiBf	noun	2
pratiBinnA	pratiBid	noun	1
pratiBu	pratiBU	noun	5
pratiDAd	pratiDA	noun	6
pratiDAvatAt	pratisf	verb	2
pratiDAyi	pratiDI	noun	3
pratiDaya	pratiDI	noun	6
pratiDehi	pratiDA	verb	1
pratiDi	pratiDA	noun	3
pratiGAtavidam	pratiGAtavid	noun	2
pratiGAtin	pratihan	noun	2
pratiSAKa	pratiSAKA	noun	3
pratiSfRIhi	pratiSF	verb	1
pratiSuSruvAn	pratiSru	noun	1
pratibADana	pratibAD	noun	2
pratibanDin	pratibanD	noun	2
pratiboDyamAna	pratiboDi	noun	4
praticakzARa	praticakz	noun	4
praticakzaRa	praticakz	noun	2
praticakzi	praticakz	noun	9
praticakzyA	praticakz	noun	1
praticikIrzA	praticikIrza	noun	11
praticikIrzamARa	praticikIrza	noun	4
praticikIrzu	praticikIrza	noun	6
pratidevatA	pratidevatA	noun	3
pratideya	pratidA	noun	4
pratidfzwAntasama	pratidfzwAntasama	noun	2
pratidfzwAnte	pratidfzwAnta	noun	9
pratidvandva	pratidvaMdva	noun	4
pratidvandvin	pratidvaMdvin	noun	2
pratigarjat	pratigarj	noun	3
pratigarjata	pratigarj	verb	1
pratigata	pratigam	noun	2
pratigfhItavat	pratigrah	noun	3
pratigfhRIyAm	pratigrah	verb	1
pratigfhRantI	pratigrah	noun	4
pratigfhRantIm	pratigrah	noun	1
pratigrAha	pratigrAhi	noun	8
pratigrAhayitum	pratigrAhi	ind	1
pratigrahItavya	pratigrah	noun	2
pratigrahItf	pratigrah	noun	6
pratigrahaDana	pratigrahaDana	noun	4
pratihAraBUmim	pratihAraBUmi	noun	2
pratihArarakzI	pratihArarakzI	noun	8
pratihAratara	pratihAratara	noun	2
pratihantum	pratihan	ind	1
pratihanyamAna	pratihan	noun	2
pratiharAmi	pratihf	verb	1
pratiharaRa	pratihf	noun	2
pratiharamARa	pratihf	noun	4
pratiharyanti	pratihary	noun	4
pratiharyata	pratihary	verb	1
pratiharyatam	pratihary	verb	1
pratijAnAna	pratijYA	noun	4
pratijUtivarpas	pratijUtivarpas	noun	5
pratijYAna	pratijYA	noun	2
pratijYAntara	pratijYAntara	noun	2
pratijYApAlana	pratijYApAlana	noun	2
pratijYApAlanam	pratijYApAlana	noun	3
pratijYApAraRa	pratijYApAraRa	noun	2
pratijYApAraga	pratijYApAraga	noun	2
pratijYAtArTa	pratijYAtArTa	noun	2
pratijYAviroDa	pratijYAviroDa	noun	2
pratijYAyamAna	pratijYA	noun	2
pratijYa	pratijYA	noun	5
pratijYeya	pratijYA	noun	2
pratijanya	pratijan	noun	2
pratikAma	pratikAma	noun	2
pratikAmya	pratikAmya	noun	2
pratikArajYa	pratikArajYa	noun	2
pratikAraviDAna	pratikAraviDAna	noun	2
pratikUlaBAzin	pratikUlaBAzin	noun	2
pratikUlaSabda	pratikUlaSabda	noun	2
pratikUlavAdin	pratikUlavAdin	noun	2
pratikUlavartI	pratikUlavartin	noun	1
pratika	pratika	noun	2
pratikrama	pratikram	noun	8
pratikrudDa	pratikruD	noun	2
pratilakzaRa	pratilakzaRa	noun	2
pratilomarUpa	pratilomarUpa	noun	2
pratimASaSANkam	pratimASaSANka	noun	3
pratimAcandra	pratimAcandra	noun	2
pratimanvAna	pratiman	noun	4
pratimit	pratimitsa	noun	14
pratimitA	pratimit	noun	3
pratimodase	pratimud	verb	1
pratimoktum	pratimuc	ind	1
pratinI	pratinI	noun	12
pratinandana	pratinand	noun	4
pratinandita	pratinand	noun	2
pratinayana	pratinI	noun	2
pratinihata	pratinihata	noun	2
pratinipAta	pratinipAta	noun	2
pratinirjita	pratinirjita	noun	2
pratinyAyam	pratinyAyam	ind	1
pratipARa	pratipaRAyi	noun	8
pratipAd	pratipAti	noun	7
pratipAdayizyamARa	pratipAdi	noun	4
pratipAditasya	pratipAdi	noun	2
pratipAdyamAna	pratipAdi	noun	2
pratipAlayitavya	pratipAli	noun	4
pratipUjana	pratipUji	noun	4
pratipUjita	pratipUji	noun	4
pratipUrRamAnasa	pratipUrRamAnasa	noun	2
pratipaTagati	pratipaTagati	noun	3
pratipadyamAna	pratipad	noun	6
pratipallava	pratipallava	noun	2
pratipannAya	pratipad	noun	2
pratipattavya	pratipad	noun	2
pratipattf	pratipad	noun	3
pratipattikarma	pratipattikarman	noun	3
pratipipAdayizita	pratipipAdayiza	noun	2
pratipizwa	pratipiz	noun	2
pratiplavana	pratiplu	noun	2
pratipraSna	pratipracC	noun	2
pratipradAna	pratipradA	noun	4
pratiprayARa	pratiprayA	noun	4
pratiprayAta	pratiprayA	noun	2
pratipuruza	pratipuruza	noun	2
pratirAjan	pratirAj	noun	2
pratirAva	pratirAvi	noun	8
pratiraYjita	pratirAji	noun	4
pratirabDa	pratiraB	noun	2
pratiroDana	pratiruD	noun	2
pratirodDf	pratiruD	noun	6
pratiropayan	pratiropi	noun	2
pratisaMDIyete	pratisaMDI	verb	2
pratisaMDatte	pratisaMDA	verb	1
pratisaMdaDAti	pratisaMDA	verb	1
pratisaMdaDyAt	pratisaMDA	verb	1
pratisaMhAra	pratisaMhAri	noun	8
pratisaMharate	pratisaMhf	noun	2
pratisaMhata	pratisaMhan	noun	2
pratisaMhfta	pratisaMhf	noun	2
pratisaMjahAra	pratisaMhf	verb	2
pratisaMkrama	pratisaMkram	noun	8
pratisaMrabDa	pratisaMraB	noun	2
pratisaMvedana	pratisaMvid	noun	4
pratisaMvedin	pratisaMvid	noun	4
pratisaMyatta	pratisaMyat	noun	2
pratisaNgfhARa	pratisaMgrah	verb	1
pratisaNkASa	pratisaMkASa	noun	2
pratisaYcara	pratisaMcar	noun	6
pratisamAdizwa	pratisamAdizwa	noun	2
pratisamAsana	pratisamAsi	noun	4
pratisambudDa	pratisambudDa	noun	2
pratisanDAna	pratisaMDA	noun	2
pratisanDAtf	pratisaMDA	noun	6
pratisanDAya	pratisaMDA	noun	8
pratisanDi	pratisaMDA	noun	3
pratismftim	pratismf	noun	4
pratispASana	pratispASana	noun	2
pratisrotam	pratisrota	noun	3
pratisvana	pratisvan	noun	6
pratisvanena	pratisvan	noun	6
pratitantrasidDAnta	pratitantrasidDAnta	noun	2
pratitap	pratitapsa	noun	7
prativAdin	prativad	noun	2
prativAra	prativAra	noun	2
prativAsita	prativAsi	noun	4
prativIkzya	prativiIkz	noun	2
prativIra	prativIra	noun	2
prativaktavya	pratibrU	noun	2
prativaktf	pratibrU	noun	6
prativakzyasi	pratibrU	verb	1
prativarza	prativarzi	noun	8
prativas	prativas	noun	7
prativatsyase	prativas	verb	1
pratived	prativedi	noun	14
prativedayizyasi	prativedi	verb	2
prativiDi	prativyaD	noun	6
pratiyA	pratiyA	noun	22
pratiyAcita	pratiyAc	noun	4
pratiyAmi	pratiyam	noun	9
pratiyAtam	pratiyAti	noun	42
pratiyAtita	pratiyAti	noun	6
pratiyantam	pratii	noun	1
pratiyoDana	pratiyuD	noun	2
pratiyoDin	pratiyuD	noun	2
pratiyodDf	pratiyuD	noun	6
pratiyogI	pratiyogin	noun	1
pratiyogin	pratiyuj	noun	2
pratiyoni	pratiyoni	ind	1
pratiyuDyetAm	pratiyuD	verb	2
pratiyudDa	pratiyuD	noun	2
pratizWApita	pratizWApi	noun	2
pratizWAsyAmi	pratizWA	verb	1
pratizWamAna	prasTA	noun	4
pratizWantAm	prasTA	verb	1
pratizWi	pratizWi	noun	3
pratizeDana	pratiziD	noun	2
pratizeDat	pratiziD	noun	3
pratiziDyamAna	pratiziD	noun	2
pratizwamBa	pratizwamB	noun	8
pratizwutim	pratizwuti	noun	2
pratnavan	pratnavat	noun	1
pratnavat	pratnavat	noun	3
pratodin	pratud	noun	2
pratrAsa	pratrAsi	noun	8
pratrAsaya	pratrAsi	verb	2
pratvakzas	pratvakzas	noun	5
pratyADAna	pratyADA	noun	2
pratyAKyA	pratyAKyA	noun	22
pratyAKyAyate	pratyAKyA	verb	1
pratyAKyeya	pratyAKyA	noun	2
pratyASvAsa	pratyASvAsi	noun	8
pratyASvas	pratyASvas	noun	7
pratyASvastA	pratyASvas	noun	1
pratyASvasta	pratyASvas	noun	2
pratyAcakzARa	pratyAcakz	noun	4
pratyAdA	pratyAdA	noun	16
pratyAdAna	pratyAdA	noun	2
pratyAdeya	pratyAdA	noun	2
pratyAdiSyanta	pratyAdiS	verb	1
pratyAdideSa	pratyAdiS	verb	2
pratyAgaman	pratyAgam	verb	1
pratyAharaRa	pratyAhf	noun	2
pratyAkroSet	pratyAkruS	verb	1
pratyAneya	pratyAnI	noun	2
pratyAsatti	pratyAsad	noun	12
pratyAsvara	pratyAsvara	noun	2
pratyAyayatu	pratyAyi	verb	2
pratyaBijYAhfdaya	pratyaBijYAhfdaya	noun	2
pratyaBivAdana	pratyaBivAdi	noun	2
pratyaDattam	pratidADA	verb	2
pratyaNmuKA	pratyaNmuKa	noun	1
pratyaNmuKa	pratyaNmuKa	noun	2
pratyabudDa	pratibuD	verb	2
pratyadarSi	pratidfS	verb	1
pratyagAtman	pratyagAtman	noun	3
pratyagrahId	pratigrah	verb	1
pratyagraha	pratyagraha	noun	2
pratyagrarUpA	pratyagrarUpa	noun	1
pratyaharata	pratihf	verb	2
pratyaharizyas	pratihf	verb	1
pratyaksrotas	pratyaksrotas	noun	5
pratyakzAvagama	pratyakzAvagama	noun	2
pratyakzAvagamam	pratyakzAvagama	noun	3
pratyakzaDarman	pratyakzaDarman	noun	3
pratyakzadarSI	pratyakzadarSin	noun	1
pratyakzadarSana	pratyakzadarSana	noun	4
pratyakzadarSin	pratyakzadarSin	noun	2
pratyakzadfzwa	pratyakzadfzwa	noun	2
pratyakzajYAna	pratyakzajYAna	noun	2
pratyakzatA	pratyakzatA	noun	3
pratyakzata	pratyakzatA	noun	3
pratyakzatva	pratyakzatva	noun	2
pratyamitrARAm	pratyamitra	noun	6
pratyamuYcanta	pratimuc	verb	1
pratyanIkaBAva	pratyanIkaBAva	noun	2
pratyanuBUta	pratyanuBU	noun	2
pratyanunaya	pratyanunI	noun	6
pratyanunetum	pratyanunI	ind	1
pratyanutapyase	pratyanutap	verb	1
pratyapAyAt	pratyapAya	noun	2
pratyapaSyam	pratidfS	verb	1
pratyapakAra	pratyapakAra	noun	2
pratyarDi	pratyarDi	noun	3
pratyarTa	pratyarTi	noun	16
pratyarTiBUta	pratyarTiBUta	noun	2
pratyarTin	pratyarTi	noun	4
pratyarcita	pratyarc	noun	4
pratyarpayat	pratyarpi	noun	3
pratyarpayizyati	pratyarpi	noun	3
pratyastamaya	pratyastamaya	noun	2
pratyasyAmi	pratyas	verb	1
pratyavahAra	pratyavahAri	noun	8
pratyavamarSa	pratyavamarSi	noun	8
pratyavara	pratyavara	noun	2
pratyavaropita	pratyavaropi	noun	2
pratyavarzam	prativfz	verb	1
pratyavasTita	pratyavasTA	noun	2
pratyavasTite	pratyavasTA	noun	13
pratyavatizWante	pratyavasTA	verb	1
pratyavekzyate	pratyavaIkzi	verb	2
pratyaviDyetAm	prativyaD	verb	1
pratyayasarga	pratyayasarga	noun	2
pratyoza	pratyozi	noun	8
pratyud	prativad	noun	7
pratyudDftA	pratyudDfta	noun	1
pratyudI	prativad	noun	3
pratyudgatam	pratyudgam	noun	5
pratyudyA	pratyudyA	noun	22
pratyudyAta	pratyudyA	noun	2
pratyudyama	pratyudyAmi	noun	8
pratyupahAra	pratyupahAra	noun	2
pratyupekzita	pratyupekzita	noun	2
pratyutTA	pratyutTA	noun	13
pratyuvaca	pratibrU	verb	1
pravAcana	pravAci	noun	6
pravAcya	pravac	noun	6
pravAhayat	pravAhi	noun	3
pravAjite	pravAji	noun	9
pravAmi	pravA	verb	1
pravAra	pravAri	noun	8
pravAraRa	pravAri	noun	2
pravArya	pravf	noun	2
pravAs	pravA	noun	58
pravAsAnAm	pravAsi	noun	36
pravAsaka	pravAsi	noun	12
pravAsana	pravAsi	noun	6
pravAsaya	pravAsi	verb	5
pravAsya	prave	noun	6
pravAtejA	pravAtejA	noun	2
pravIta	pravI	noun	2
prava	pru	noun	6
pravacanapawu	pravacanapawu	noun	3
pravad	pravat	noun	6
pravadat	pravad	noun	3
pravadeta	pravad	verb	2
pravadyAman	pravadyAman	noun	3
pravahatA	pravah	noun	2
pravaktavya	pravac	noun	4
pravaraRIya	pravf	noun	2
pravaramUrDaja	pravaramUrDaja	noun	2
pravararUpAm	pravararUpa	noun	1
pravart	pravarti	noun	7
pravartamAnaka	pravartamAnaka	noun	2
pravartayAmi	pravarti	verb	1
pravartin	pravft	noun	2
pravas	praav	noun	12
pravasat	pravas	noun	3
pravasatAm	pravas	noun	2
pravaya	pravI	noun	6
praveSyamAna	praveSi	noun	2
pravedakft	pravedakft	noun	7
pravega	pravij	noun	12
pravepana	pravepana	noun	4
pravepayanti	pravepi	noun	4
pravepe	pravep	noun	51
pravepin	pravep	noun	2
praverita	praverita	noun	2
praveti	pravI	verb	1
pravetti	pravedi	noun	12
pravezwavya	praviS	noun	2
pravezwita	pravezw	noun	2
pravfttinimitta	pravfttinimitta	noun	2
pravfzwa	pravfz	noun	2
praviDIyate	praviDA	verb	1
praviDyatam	pravyaD	verb	1
praviSam	praviS	noun	5
praviSantIm	praviS	noun	1
praviSatAm	praviS	noun	2
praviSatam	praviS	verb	1
pravicalita	pravical	noun	4
pravicita	pravicita	noun	2
pravid	pravid	noun	21
pravidvas	pravid	verb	1
pravikta	pravic	noun	2
praviviktA	pravivic	noun	1
praviviktAm	pravivic	noun	1
pravivikzat	pravivikza	noun	9
pravivikzu	pravivikza	noun	15
pravizwadIkza	pravizwadIkza	noun	2
pravrAjin	pravraj	noun	2
pravrAjyamAna	pravrAji	noun	2
pravrAjyamAnam	pravrAji	noun	3
pravrajanam	pravraj	noun	3
pravraje	pravraj	noun	30
pravyAhftam	pravyAhf	noun	5
pravyaTitam	pravyaTita	noun	3
prayA	prayA	noun	25
prayARakAla	prayARakAla	noun	2
prayARakAle	prayARakAla	noun	9
prayAcAmahe	prayAc	verb	2
prayAcita	prayAc	noun	4
prayAsyam	prayas	noun	3
prayAsyamAna	prayA	noun	2
prayAsyatAm	prayA	noun	2
prayAtAm	prayAti	noun	7
prayacCetAm	pradA	verb	1
prayaja	prayaj	noun	4
prayajyu	prayajyu	noun	3
prayam	prI	noun	18
prayantf	prayam	noun	6
prayas	prayas	noun	12
prayat	prayat	noun	7
prayatAsu	prayat	noun	3
prayatAtmA	prayatAtman	noun	3
prayatAtman	prayatAtman	noun	3
prayatadakziRa	prayatadakziRa	noun	2
prayatamAnAnAm	prayat	noun	6
prayatamAna	prayat	noun	4
prayatamAnasa	prayatamAnasa	noun	2
prayatanIya	prayat	noun	2
prayatatva	prayatatva	noun	2
prayatita	prayatita	noun	2
prayatnamuktAsanayA	prayatnamuktAsana	noun	1
prayatnavat	prayatnavat	noun	3
prayattavya	prayattavya	noun	2
prayeRa	prI	noun	12
prayiyu	prayiyu	noun	3
prayojayati	prayoji	noun	2
prayojayitavya	prayoji	noun	2
prayojita	prayoji	noun	2
prayoktAram	prayuj	noun	1
prayoktavya	prayuj	noun	2
prayoktur	prayuj	noun	2
prayokzyamARa	prayuj	noun	4
prayucCat	prayucC	noun	3
prayudDa	prayuD	noun	2
prayugA	prayuga	noun	1
prayujyamAna	prayuj	noun	2
prayuktasaMskAra	prayuktasaMskAra	noun	2
prayutsu	prayu	noun	3
prazwimat	prazwimat	noun	3
preRi	preRi	noun	3
pred	prai	noun	7
prekzAm	praIkz	noun	11
prekzAsamAjam	prekzAsamAja	noun	3
prekzaRAlamBa	prekzaRAlamBa	noun	2
prekzyamARa	praIkz	noun	2
premAbanDa	premAbanDa	noun	2
premArdra	premArdra	noun	2
premArdram	premArdra	noun	3
preman	preman	noun	6
prepsu	praIpsa	noun	8
preritar	praIr	noun	2
preritf	praIr	noun	6
pretaDUma	pretaDUma	noun	2
pretaSudDi	pretaSudDi	noun	3
pretagati	pretagati	noun	3
pretagatim	pretagati	noun	2
pretakftya	pretakftya	noun	2
pretakftyam	pretakftya	noun	3
pretaloka	pretaloka	noun	2
pretarAjaniveSana	pretarAjaniveSana	noun	2
pretarAjapura	pretarAjapura	noun	2
pretavaSa	pretavaSa	noun	2
pretavat	prai	noun	3
pretf	prI	noun	12
preti	prai	noun	12
pretyaBAvikam	pretyaBAvika	noun	3
prezaRakft	prezaRakft	noun	7
prezitAsmi	praiz	verb	1
prezwa	prayaj	noun	2
prezyAm	prezi	noun	2
prezyaBAvam	prezyaBAva	noun	3
prezyajana	prezyajana	noun	2
prezyakara	prezyakara	noun	2
prezyan	prI	noun	2
prezyatA	prezyatA	noun	3
prezyatvam	prezyatva	noun	3
priyAKyAna	priyAKyAna	noun	2
priyAlApa	priyAlApa	noun	2
priyAlApin	priyAlApin	noun	2
priyApatya	priyApatya	noun	2
priyApriya	priyApriya	noun	2
priyApriyam	priyApriya	noun	3
priyApriye	priyApriya	noun	9
priyArTam	priyArTam	ind	1
priyArha	priyArha	noun	4
priyAsam	pf	verb	2
priyAtiTi	priyAtiTi	noun	3
priyAvat	priyAvat	noun	3
priyaDAman	priyaDAman	noun	3
priyaMvadAt	priyaMvada	noun	4
priyaNkara	priyaMkara	noun	4
priyacikIrzA	priyacikIrzA	noun	3
priyacikIrzayA	priyacikIrzA	noun	2
priyacikIrzu	priyacikIrzu	noun	3
priyadarSa	priyadarSa	noun	2
priyadarSanasya	priyadarSana	noun	6
priyadarSane	priyadarSana	noun	27
priyahitAByAm	priyahita	noun	18
priyahita	priyahita	noun	4
priyahitam	priyahita	noun	6
priyahite	priyahita	noun	18
priyajAta	priyajAta	noun	2
priyajanasya	priyajana	noun	2
priyakAmA	priyakAma	noun	1
priyakAma	priyakAma	noun	2
priyakAmyA	priyakAmyA	noun	3
priyakAmyayA	priyakAmyA	noun	2
priyakArI	priyakArin	noun	1
priyakAraRa	priyakAraRa	noun	2
priyakArakam	priyakAraka	noun	3
priyakAriRI	priyakArin	noun	4
priyakalatra	priyakalatra	noun	2
priyakara	priyakara	noun	2
priyakft	priyakft	noun	14
priyakfttama	priyakfttama	noun	2
priyakzatrA	priyakzatra	noun	1
priyamARa	pf	noun	10
priyamAlyAnulepana	priyamAlyAnulepana	noun	2
priyameDastutA	priyameDastuta	noun	1
priyameDastuta	priyameDastuta	noun	2
priyamuKa	priyamuKA	noun	3
priyaputrA	priyaputra	noun	1
priyarUpa	priyarUpa	noun	2
priyaraTa	priyaraTa	noun	2
priyasaKI	priyasaKI	noun	8
priyasaKIzu	priyasaKI	noun	2
priyasaKa	priyasaKa	noun	4
priyasaKam	priyasaKa	noun	6
priyasaKi	priyasaKI	noun	5
priyasaMvAsAt	priyasaMvAsa	noun	2
priyasaMvAsa	priyasaMvAsa	noun	2
priyasahacarI	priyasahacarI	noun	8
priyastotra	priyastotra	noun	2
priyasuKa	priyasuKa	noun	2
priyasuKe	priyasuKa	noun	9
priyasuhfd	priyasuhfd	noun	7
priyasuhfdi	priyasuhfd	noun	3
priyatA	priyatA	noun	3
priyatamAni	priyatama	noun	6
priyatanaya	priyatanaya	noun	2
priyatara	priyatara	noun	2
priyatva	priyatva	noun	2
priyavAda	priyavAda	noun	2
priyavAdena	priyavAda	noun	2
priyavAdin	priyavAdin	noun	4
priyavAdinI	priyavAdin	noun	8
priyavAdinam	priyavAdin	noun	2
priyavAdinyA	priyavAdin	noun	2
priyavad	priyavat	noun	3
priyavat	priyavat	noun	3
priyaviprayoga	priyaviprayoga	noun	2
priyavratAn	priyavrata	noun	2
priyosriyasya	priyosriya	noun	2
pro	praav	noun	3
proTamAna	proT	noun	4
procyamAna	pravac	noun	4
prokzyamARa	praukz	noun	2
prorRuzva	praUrRu	verb	1
protaye	praav	noun	4
protsAhita	protsAhita	noun	2
protsAraRA	prautsAri	noun	6
protsAritam	prautsAri	noun	6
prottizWamAna	prautTA	noun	4
provaca	pravac	verb	2
pruzitapsu	pruzitapsu	noun	3
psA	psA	noun	18
psAtu	psA	verb	1
psaras	psaras	noun	5
puMliNga	puMliNga	noun	4
puMrUpA	puMrUpa	noun	2
puMrUpa	puMrUpa	noun	4
puMskAma	puMskAmA	noun	3
puMsuvana	puMsuvana	noun	2
puNKitaSara	puNKitaSara	noun	2
puRyAhavAcana	puRyAhavAcana	noun	4
puRyAhezu	puRyAha	noun	2
puRyaBAk	puRyaBAj	noun	7
puRyaPala	puRyaPala	noun	6
puRyaPalam	puRyaPala	noun	9
puRyaSIla	puRyaSIla	noun	2
puRyaSIlezu	puRyaSIla	noun	2
puRyadarSanAm	puRyadarSana	noun	2
puRyaganDA	puRyaganDa	noun	2
puRyaganDa	puRyaganDa	noun	4
puRyaganDayas	puRyaganDi	noun	4
puRyaganDena	puRyaganDa	noun	4
puRyaganDi	puRyaganDi	noun	3
puRyaganDin	puRyaganDin	noun	2
puRyaganDinA	puRyaganDi	noun	2
puRyajalA	puRyajala	noun	1
puRyajala	puRyajala	noun	2
puRyajanA	puRyajana	noun	1
puRyakAla	puRyakAla	noun	2
puRyakIrti	puRyakIrti	noun	6
puRyaka	puRyaka	noun	2
puRyakarmA	puRyakarman	noun	3
puRyakarma	puRyakarman	noun	3
puRyakarmaRA	puRyakarman	noun	3
puRyakarmaRAm	puRyakarman	noun	3
puRyakarman	puRyakarman	noun	3
puRyakartf	puRyakartf	noun	3
puRyakfd	puRyakft	noun	14
puRyakftAm	puRyakft	noun	6
puRyalabDa	puRyalabDa	noun	2
puRyaloka	puRyaloka	noun	2
puRyanAman	puRyanAman	noun	6
puRyaprasava	puRyaprasava	noun	2
puRyasTAna	puRyasTAna	noun	2
puRyatA	puRyatA	noun	3
puRyatIrTA	puRyatIrTa	noun	2
puRyatIrTa	puRyatIrTa	noun	4
puRyavaha	puRyavaha	noun	2
puRyavarDana	puRyavarDana	noun	4
puRyavat	puRyavat	noun	3
puRyodakA	puRyodakA	noun	3
puYjIkfta	puYjIkfta	noun	2
puYjikA	puYjika	noun	1
pucCamUla	pucCamUla	noun	2
pulakANkura	pulakANkura	noun	2
