repo	commit	path	kind	loc	contour	live_edge	disposition	evidence
SanskritLexicography	af58b3b01836	RussianTranslation/src/_nws_drift_sample.py	source	55	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/_pilot_collect.py	source	159	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:7493 import _pilot_collect
SanskritLexicography	af58b3b01836	RussianTranslation/src/_pilot_gen_merged.py	source	841	6	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:177 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:288 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:288
SanskritLexicography	af58b3b01836	RussianTranslation/src/_purge_lexicon.py	source	85	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/_sanskrit_util_vendored.py	source	614	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/_supervise.py	source	52	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/_watch.py	source	65	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/a43_family_stats.py	source	92	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/add_corpus_renou.py	source	135	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/add_corpus_text.py	source	107	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_citation_edges.py	source	109	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_dcs_freq.py	source	199	2	import-depth-1	reviewed	RussianTranslation/src/mfs_baseline.py:195 import annotate_dcs_freq
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_edition_rel.py	source	98	7	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_evidence.py	source	392	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:7390 import annotate_evidence
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_form_labels.py	source	97	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_genres.py	source	250	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:7400 import annotate_genres
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_government.py	source	124	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_renou.py	source	172	6	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:181 | RussianTranslation/.ai_state.md:4536
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotate_stats.py	source	591	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5361
SanskritLexicography	af58b3b01836	RussianTranslation/src/annotation_report.py	source	289	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/apply_decisions.py	source	433	6	entrypoint	reviewed	.github/workflows/ci.yml:205 | .github/workflows/ci.yml:205
SanskritLexicography	af58b3b01836	RussianTranslation/src/assemble.py	source	354	5	import-depth-1	reviewed	RussianTranslation/src/validate_assembled_export.py:18 import assemble | RussianTranslation/src/run_batch.py:30 import assemble
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_coverage.py	source	144	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2470 | RussianTranslation/.ai_state.md:2652 | RussianTranslation/.ai_state.md:2826
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_griffith_en_alignment.py	source	171	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:760 | RussianTranslation/.ai_state.md:4192
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_root_split.py	source	148	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_sense_dupes.py	source	178	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2471 | RussianTranslation/.ai_state.md:3502 | RussianTranslation/.ai_state.md:3502
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_sense_glyph.py	source	208	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_translation.py	source	162	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2469 | RussianTranslation/.ai_state.md:5944 | RussianTranslation/.ai_state.md:5944
SanskritLexicography	af58b3b01836	RussianTranslation/src/audit_translation_provenance.py	source	237	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5679 | RussianTranslation/.ai_state.md:5679 | RussianTranslation/.ai_state.md:5690
SanskritLexicography	af58b3b01836	RussianTranslation/src/backfill_tn_residue.py	source	464	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:7581 import backfill_tn_residue
SanskritLexicography	af58b3b01836	RussianTranslation/src/backfill_tn_residue_selftest.py	test	164	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_anatomy_crosswalk.py	source	173	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_citation_index.py	source	780	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_compound_split.py	source	106	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5042
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_corpus_lexicon.py	source	372	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2010
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_dcs_freq.py	source	231	2	import-depth-2	reviewed	RussianTranslation/src/annotate_dcs_freq.py:38 import build_dcs_freq
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_dcs_freq_dims.py	source	317	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_dcs_maps.py	source	153	2	entrypoint	reviewed	RussianTranslation/.ai_state.md:5767 | RussianTranslation/.ai_state.md:5767
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_dcs_renou.py	source	341	2	import-depth-1	reviewed	RussianTranslation/src/renou_pilot_evidence.py:48 import build_dcs_renou | RussianTranslation/src/nominal_style.py:25 import build_dcs_renou
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_de_sidecar_pack.py	source	240	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_g5_review_sheet.py	source	501	6	entrypoint	reviewed	.github/workflows/ci.yml:223 | .github/workflows/ci.yml:223
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_g6_mqm_gold_sheet.py	source	365	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_glossaries.py	source	84	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:5588 | RussianTranslation/.ai_state.md:5588 | RussianTranslation/PIPELINE_HISTORY.md:674
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_grade_gold.py	source	289	6	entrypoint	reviewed	.github/workflows/ci.yml:186 | .github/workflows/ci.yml:186
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h1303_abbrev_sheet.py	source	378	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h1306_style_sheet.py	source	317	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4705 | RussianTranslation/.ai_state.md:4705
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h1682_abbrev_classification_tsv.py	source	61	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h1682_abbrev_rules_sheet.py	source	474	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h180_review_sheets.py	source	283	6	entrypoint	reviewed	~/.claude/commands/pwg-review-packet.md:13 | ~/.claude/commands/pwg-review-packet.md:13 | RussianTranslation/.ai_state.md:2124
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_h2805_q3_deploy_sheet.py	source	310	8	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_indic.py	source	161	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_integrity_extract.py	source	98	6	entrypoint	reviewed	.github/workflows/overlay-tripwire.yml:28 | .github/workflows/overlay-tripwire.yml:33 | .github/workflows/overlay-tripwire.yml:65
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_key1_repair_sheet.py	source	143	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_kochergina_sheet.py	source	250	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_kosha.py	source	110	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_l0.py	source	354	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2057 | RussianTranslation/.ai_state.md:2073 | RussianTranslation/.ai_state.md:2181
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_learner_scores.py	source	150	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2120 | RussianTranslation/PIPELINE_HISTORY.md:710 | RussianTranslation/PIPELINE_HISTORY.md:710
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_ls_map.py	source	170	6	import-depth-2	reviewed	RussianTranslation/src/renou.py:31 import build_ls_map
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_ls_map_mw.py	source	133	6	import-depth-2	reviewed	RussianTranslation/src/renou.py:32 import build_ls_map_mw
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_mbh_concordance.py	source	449	6	entrypoint	reviewed	.github/workflows/ci.yml:270 | .github/workflows/ci.yml:270
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_meulenbeld.py	source	94	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_oral_l0.py	source	538	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2050 | RussianTranslation/.ai_state.md:2050
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_pwg_freq_order.py	source	161	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_ramayana_concordance.py	source	808	6	entrypoint	reviewed	.github/workflows/ci.yml:269 | .github/workflows/ci.yml:269 | RussianTranslation/.ai_state.md:4867
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_reglue.py	source	273	2	entrypoint	reviewed	RussianTranslation/.ai_state.md:2121 | RussianTranslation/PIPELINE_HISTORY.md:712 | RussianTranslation/PIPELINE_HISTORY.md:712
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_reglue_evidence_sheet.py	source	353	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_reglue_sheet_v2.py	source	659	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_relationships.py	source	143	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2119 | RussianTranslation/PIPELINE_HISTORY.md:706 | RussianTranslation/PIPELINE_HISTORY.md:706
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_release_bundles.py	source	380	7	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_renou_pilot_sheet.py	source	281	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:1450
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_rollup_glossaries.py	source	300	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:5770 | RussianTranslation/.ai_state.md:5770
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_ru_gloss_gap_stats.py	source	230	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_rv_divergence_gate_sheet.py	source	469	6	import-depth-1	reviewed	RussianTranslation/tests/test_rv_spine.py:507 import build_rv_divergence_gate_sheet
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_src.py	source	181	6	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:307 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:307
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_strata.py	source	160	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_surface_glossary.py	source	148	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:5768 | RussianTranslation/.ai_state.md:5768
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_tmx.py	source	499	5	entrypoint	reviewed	RussianTranslation/.ai_state.md:198 | RussianTranslation/.ai_state.md:198 | RussianTranslation/.ai_state.md:2074
SanskritLexicography	af58b3b01836	RussianTranslation/src/build_vidyut_fallback.py	source	163	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4248 | RussianTranslation/.ai_state.md:4248 | RussianTranslation/.ai_state.md:5769
SanskritLexicography	af58b3b01836	RussianTranslation/src/card_fields.py	source	165	3	import-depth-1	reviewed	RussianTranslation/src/pilot/headless_worker.py:26 import card_fields | RussianTranslation/src/pilot/headless_worker_selftest.py:1043 import card_fields | RussianTranslation/src/pilot/window_selftest.py:7520 import card_fields
SanskritLexicography	af58b3b01836	RussianTranslation/src/citation_edges.py	source	464	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:1112 import citation_edges | RussianTranslation/src/promote_final_cards.py:57 import citation_edges | RussianTranslation/src/export_de_edition.py:64 import citation_edges
SanskritLexicography	af58b3b01836	RussianTranslation/src/citation_tm.py	source	662	5	entrypoint	reviewed	.github/workflows/ci.yml:264 | .github/workflows/ci.yml:264 | RussianTranslation/.ai_state.md:752
SanskritLexicography	af58b3b01836	RussianTranslation/src/collapse_audit.py	source	534	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4014
SanskritLexicography	af58b3b01836	RussianTranslation/src/compile_translatable.py	source	323	3	import-depth-1	reviewed	RussianTranslation/src/root_units.py:28 import compile_translatable
SanskritLexicography	af58b3b01836	RussianTranslation/src/corpus_gate.py	source	733	2	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:184 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:311 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:311
SanskritLexicography	af58b3b01836	RussianTranslation/src/corpus_gate_sinonimy_selftest.py	test	156	2	entrypoint	reviewed	RussianTranslation/.ai_state.md:4172
SanskritLexicography	af58b3b01836	RussianTranslation/src/corpus_harvest.py	source	233	2	import-depth-1	reviewed	RussianTranslation/src/_build_persense_ru.py:8 import corpus_harvest | RussianTranslation/src/gold_recall_sample.py:29 import corpus_harvest | RussianTranslation/src/assemble.py:27 import corpus_harvest
SanskritLexicography	af58b3b01836	RussianTranslation/src/corpus_provenance.py	source	115	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/dict_merge.py	source	252	5	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:225 import dict_merge | RussianTranslation/src/promote_final_cards.py:47 import dict_merge | RussianTranslation/src/_pilot_gen_merged.py:30 import dict_merge
SanskritLexicography	af58b3b01836	RussianTranslation/src/edition_rel.py	source	991	7	entrypoint	reviewed	RussianTranslation/.ai_state.md:11
SanskritLexicography	af58b3b01836	RussianTranslation/src/enrich_renou_bhs.py	source	121	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/enrich_renou_dcs.py	source	166	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/enrich_renou_wisdomlib.py	source	158	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/bli_eval.py	source	172	6	entrypoint	reviewed	.github/workflows/ci.yml:162 | .github/workflows/ci.yml:162 | RussianTranslation/.ai_state.md:4880
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/bli_score_stratified.py	source	217	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4102 | RussianTranslation/.ai_state.md:4102 | RussianTranslation/.ai_state.md:4110
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/build_bli_gold_b1_500_sheet.py	source	290	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4086 | RussianTranslation/.ai_state.md:4086
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/build_gold_koch.py	source	141	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4886
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/check_gold_frame.py	source	101	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/frame_presence_report.py	source	107	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/probe_gold_strata.py	source	393	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/probe_homographs.py	source	78	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/probe_key_scheme.py	source	112	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/sample_gold_frame.py	source	275	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/eval/summarize_gold_probe.py	source	54	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/export_de_edition.py	source	951	7	entrypoint	reviewed	RussianTranslation/.ai_state.md:636 | RussianTranslation/.ai_state.md:636
SanskritLexicography	af58b3b01836	RussianTranslation/src/export_interop.py	source	225	7	entrypoint	reviewed	.github/workflows/ci.yml:371 | .github/workflows/ci.yml:371 | .github/workflows/ci.yml:399
SanskritLexicography	af58b3b01836	RussianTranslation/src/export_lod.py	source	923	7	entrypoint	reviewed	RussianTranslation/.ai_state.md:5513 | RussianTranslation/.ai_state.md:5513
SanskritLexicography	af58b3b01836	RussianTranslation/src/export_pwg_tm_ontolex.py	source	117	5	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_tm_export.py:17 import export_pwg_tm_ontolex
SanskritLexicography	af58b3b01836	RussianTranslation/src/export_pwg_tm_tei.py	source	115	5	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_tm_export.py:16 import export_pwg_tm_tei
SanskritLexicography	af58b3b01836	RussianTranslation/src/extend_ls_coverage.py	source	145	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/extend_ontolex_xrefs.py	source	77	7	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/fidelity_sample.py	source	128	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/fidelity_sample_en.py	source	129	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/form_labels.py	source	339	6	import-depth-1	reviewed	RussianTranslation/src/promote_final_cards.py:56 import form_labels | RussianTranslation/src/export_de_edition.py:63 import form_labels | RussianTranslation/src/microstructure.py:29 import form_labels
SanskritLexicography	af58b3b01836	RussianTranslation/src/freq_route.py	source	80	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/fri_xref.py	source	232	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5403
SanskritLexicography	af58b3b01836	RussianTranslation/src/g5_card_render.py	source	630	7	entrypoint	reviewed	.github/workflows/ci.yml:217 | .github/workflows/ci.yml:217 | RussianTranslation/.ai_state.md:4790
SanskritLexicography	af58b3b01836	RussianTranslation/src/german_anchor.py	source	334	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:1196 | RussianTranslation/.ai_state.md:1196 | RussianTranslation/PIPELINE_HISTORY.md:96
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_aggregate.py	source	115	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_agreement.py	source	130	6	entrypoint	reviewed	.github/workflows/ci.yml:394 | .github/workflows/ci.yml:394 | .github/workflows/ci.yml:395
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_double_review_queue.py	source	71	6	entrypoint	reviewed	.github/workflows/ci.yml:390 | .github/workflows/ci.yml:390
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_double_review_verify.py	source	52	6	entrypoint	reviewed	.github/workflows/ci.yml:391 | .github/workflows/ci.yml:391
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_evidence_panel.py	source	1168	6	entrypoint	reviewed	.github/workflows/ci.yml:212 | .github/workflows/ci.yml:212 | RussianTranslation/.ai_state.md:1118
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_ingest.py	source	51	6	entrypoint	reviewed	.github/workflows/ci.yml:392 | .github/workflows/ci.yml:392
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_ingest_double_review.py	source	149	6	entrypoint	reviewed	.github/workflows/ci.yml:393 | .github/workflows/ci.yml:393
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_packet.py	source	50	6	entrypoint	reviewed	.github/workflows/ci.yml:388 | .github/workflows/ci.yml:388
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_packet_verify.py	source	56	6	entrypoint	reviewed	.github/workflows/ci.yml:389 | .github/workflows/ci.yml:389
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_recall_sample.py	source	185	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5544 | RussianTranslation/.ai_state.md:5544
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_review_csv.py	source	80	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_sample.py	source	80	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_sample_en.py	source	175	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_status.py	source	47	6	entrypoint	reviewed	.github/workflows/ci.yml:387 | .github/workflows/ci.yml:387
SanskritLexicography	af58b3b01836	RussianTranslation/src/gold_validate.py	source	86	6	entrypoint	reviewed	.github/workflows/ci.yml:386 | .github/workflows/ci.yml:386
SanskritLexicography	af58b3b01836	RussianTranslation/src/government_census.py	source	524	6	entrypoint	reviewed	.github/workflows/ci.yml:171 | .github/workflows/ci.yml:171 | RussianTranslation/.ai_state.md:2032
SanskritLexicography	af58b3b01836	RussianTranslation/src/government_queries.py	source	169	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
