g_kanda	g_sarga	g_verse	s_kanda	s_sarga	s_verse	score	class
2	9	20					gorresio_only
2	9	21	2	11	5	0.388	fuzzy
2	9	23					gorresio_only
2	9	24	2	11	12	0.279	fuzzy
2	9	25	2	11	13	0.36	fuzzy
2	9	26	2	11	14	0.453	matched
2	9	27	2	11	15	0.703	matched
2	9	28	2	11	16	0.485	matched
2	9	29	2	11	17	0.412	fuzzy
2	9	30					gorresio_only
2	9	31					gorresio_only
2	9	32					gorresio_only
2	9	33					gorresio_only
2	9	34					gorresio_only
2	9	35					gorresio_only
2	9	36					gorresio_only
2	9	37					gorresio_only
2	9	38	2	12	7	0.3	fuzzy
2	9	39					gorresio_only
2	9	40					gorresio_only
2	9	41					gorresio_only
2	9	42	2	12	11	0.319	fuzzy
2	9	43					gorresio_only
2	9	44	2	12	13	0.262	fuzzy
2	9	45	2	12	14	0.301	fuzzy
2	9	46					gorresio_only
2	9	47					gorresio_only
3	1	1					gorresio_only
3	1	2					gorresio_only
3	1	3					gorresio_only
3	1	4					gorresio_only
3	1	5					gorresio_only
3	1	6					gorresio_only
3	1	7					gorresio_only
3	1	8					gorresio_only
3	1	9					gorresio_only
3	1	10					gorresio_only
3	1	11					gorresio_only
3	1	12					gorresio_only
3	1	13					gorresio_only
3	1	14					gorresio_only
3	1	15					gorresio_only
3	1	16					gorresio_only
3	1	17					gorresio_only
3	1	18					gorresio_only
3	1	19					gorresio_only
3	1	20					gorresio_only
3	1	21					gorresio_only
3	1	22					gorresio_only
3	1	23					gorresio_only
3	1	24					gorresio_only
3	1	25					gorresio_only
3	1	26					gorresio_only
3	1	27					gorresio_only
3	1	28					gorresio_only
3	1	29					gorresio_only
3	1	30					gorresio_only
3	1	31					gorresio_only
3	1	32					gorresio_only
3	1	33					gorresio_only
3	1	34					gorresio_only
3	1	35					gorresio_only
3	2	1					gorresio_only
3	2	2					gorresio_only
3	2	3					gorresio_only
3	2	4					gorresio_only
3	2	5					gorresio_only
3	2	6					gorresio_only
3	2	7					gorresio_only
3	2	8					gorresio_only
3	2	10					gorresio_only
3	2	11					gorresio_only
3	2	12					gorresio_only
3	2	13					gorresio_only
3	2	14					gorresio_only
3	2	15					gorresio_only
3	2	16					gorresio_only
3	2	17					gorresio_only
3	2	18					gorresio_only
3	2	20					gorresio_only
3	2	21					gorresio_only
3	2	22					gorresio_only
3	2	23					gorresio_only
3	2	24					gorresio_only
3	2	25					gorresio_only
3	2	26					gorresio_only
3	2	27					gorresio_only
3	2	28					gorresio_only
3	3	1					gorresio_only
3	3	2					gorresio_only
3	3	3					gorresio_only
3	3	4					gorresio_only
3	3	5					gorresio_only
3	3	6					gorresio_only
3	3	7					gorresio_only
3	3	8					gorresio_only
3	3	10					gorresio_only
3	3	11					gorresio_only
3	3	12					gorresio_only
3	3	13					gorresio_only
3	3	14					gorresio_only
3	3	15					gorresio_only
3	3	16					gorresio_only
3	3	17					gorresio_only
3	3	18					gorresio_only
3	3	20					gorresio_only
3	3	21					gorresio_only
3	3	22					gorresio_only
3	4	1					gorresio_only
3	4	2					gorresio_only
3	4	3					gorresio_only
3	4	4					gorresio_only
3	4	6					gorresio_only
3	4	7					gorresio_only
3	4	8					gorresio_only
3	4	10					gorresio_only
3	4	11					gorresio_only
3	4	12					gorresio_only
3	4	14					gorresio_only
3	4	15					gorresio_only
3	4	16					gorresio_only
3	4	17					gorresio_only
3	4	18					gorresio_only
3	4	20					gorresio_only
3	4	21					gorresio_only
3	4	22					gorresio_only
3	4	23					gorresio_only
3	4	24					gorresio_only
3	4	25					gorresio_only
3	4	26					gorresio_only
3	4	27					gorresio_only
3	4	28					gorresio_only
3	4	30					gorresio_only
3	4	31					gorresio_only
3	4	32					gorresio_only
3	4	33					gorresio_only
3	4	34					gorresio_only
3	4	35					gorresio_only
3	4	36					gorresio_only
3	4	37					gorresio_only
3	4	38					gorresio_only
3	4	40					gorresio_only
3	4	41					gorresio_only
3	4	42					gorresio_only
3	4	43					gorresio_only
3	4	44					gorresio_only
3	4	45					gorresio_only
3	4	46					gorresio_only
3	4	48					gorresio_only
3	4	50					gorresio_only
3	4	51					gorresio_only
3	4	52					gorresio_only
3	4	53					gorresio_only
3	5	1					gorresio_only
3	5	2					gorresio_only
3	5	3					gorresio_only
3	5	4					gorresio_only
3	5	6					gorresio_only
3	5	7					gorresio_only
3	5	8					gorresio_only
3	5	10					gorresio_only
3	5	11					gorresio_only
3	5	12					gorresio_only
3	5	13					gorresio_only
3	5	14					gorresio_only
3	5	15					gorresio_only
3	5	16					gorresio_only
3	5	17					gorresio_only
3	5	18					gorresio_only
3	5	20					gorresio_only
3	5	21					gorresio_only
3	5	22					gorresio_only
3	5	23					gorresio_only
3	6	1	3	1	1	0.404	fuzzy
3	6	2	3	1	2	0.319	fuzzy
3	6	3	3	1	4	0.258	fuzzy
3	6	4					gorresio_only
3	6	5	3	1	5	0.293	fuzzy
3	6	6					gorresio_only
3	6	7	3	1	6	0.324	fuzzy
3	6	8					gorresio_only
3	6	10					gorresio_only
3	6	11	3	1	10	0.393	fuzzy
3	6	12	3	1	12	0.273	fuzzy
3	6	13	3	1	13	0.543	matched
3	6	14	3	1	14	0.602	matched
3	6	15					gorresio_only
3	6	16					gorresio_only
3	6	17					gorresio_only
3	6	18					gorresio_only
3	6	20	3	1	20	0.456	matched
3	6	21	3	1	21	0.418	fuzzy
3	6	22	3	1	23	0.562	matched
3	6	23					gorresio_only
3	7	1					gorresio_only
3	7	2	3	2	2	0.406	fuzzy
3	7	3					gorresio_only
3	7	4	3	2	3	0.433	fuzzy
3	7	5					gorresio_only
3	7	6					gorresio_only
3	7	7					gorresio_only
3	7	8	3	2	6	0.6	matched
3	7	10	3	2	9	0.258	fuzzy
3	7	11	3	2	11	0.265	fuzzy
3	7	12					gorresio_only
3	7	13					gorresio_only
3	7	14					gorresio_only
3	7	15					gorresio_only
3	7	16					gorresio_only
3	7	17					gorresio_only
3	7	18					gorresio_only
3	7	20	3	3	5	0.556	moved
3	7	21					gorresio_only
3	7	22	3	3	7	0.675	moved
3	7	23	3	2	13	0.296	fuzzy
3	7	24					gorresio_only
3	7	25	3	2	16	0.56	matched
3	7	26					gorresio_only
3	7	27	3	2	18	0.294	fuzzy
3	7	28					gorresio_only
3	7	30					gorresio_only
3	7	31					gorresio_only
3	7	32					gorresio_only
3	7	33	3	2	23	0.459	matched
3	7	34	3	2	24	0.589	matched
3	7	35	3	2	25	0.593	matched
3	7	36					gorresio_only
3	8	1	3	3	8	0.412	fuzzy
3	8	2					gorresio_only
3	8	3					gorresio_only
3	8	4	3	3	12	0.411	fuzzy
3	8	5					gorresio_only
3	8	6	3	3	18	0.368	fuzzy
3	8	7					gorresio_only
3	8	8					gorresio_only
3	8	10					gorresio_only
3	8	11					gorresio_only
3	8	12	3	4	16	0.66	matched
3	8	14	3	4	17	0.299	fuzzy
3	8	15					gorresio_only
3	8	16					gorresio_only
3	8	17					gorresio_only
3	8	18	3	4	20	0.322	fuzzy
3	8	20	3	4	23	0.443	fuzzy
3	8	21					gorresio_only
3	8	22	3	5	1	0.269	fuzzy
3	8	23	3	5	2	0.39	fuzzy
3	8	24	3	5	3	0.292	fuzzy
3	8	25					gorresio_only
3	9	1					gorresio_only
3	9	2	3	5	4	0.792	matched
3	9	3	3	5	5	0.345	fuzzy
3	9	4	3	5	6	0.273	fuzzy
3	9	5					gorresio_only
3	9	6					gorresio_only
3	9	8					gorresio_only
3	9	10					gorresio_only
3	9	11	3	5	15	0.301	fuzzy
3	9	12	3	5	17	0.431	fuzzy
3	9	13	3	5	18	0.615	matched
3	9	15	3	5	20	0.407	fuzzy
3	9	16					gorresio_only
3	9	18	3	5	23	0.267	fuzzy
3	9	20	3	5	25	0.688	matched
3	9	21					gorresio_only
3	9	22	3	5	27	0.589	matched
3	9	24					gorresio_only
3	9	25	3	5	31	0.288	fuzzy
3	9	26					gorresio_only
3	9	27					gorresio_only
3	9	28	3	5	32	0.318	fuzzy
3	9	30					gorresio_only
3	9	31	3	5	36	0.408	fuzzy
3	9	32					gorresio_only
3	9	33	3	5	39	0.38	fuzzy
3	9	34					gorresio_only
3	9	35	3	5	41	0.537	matched
3	9	36	3	5	42	0.517	matched
3	10	1	3	6	1	0.745	matched
3	10	2	3	6	2	0.349	fuzzy
3	10	3					gorresio_only
3	10	4					gorresio_only
3	10	5					gorresio_only
3	10	6					gorresio_only
3	10	7					gorresio_only
3	10	8	3	6	7	0.265	fuzzy
3	10	10					gorresio_only
3	10	11					gorresio_only
3	10	12					gorresio_only
3	10	13					gorresio_only
3	10	14					gorresio_only
3	10	15					gorresio_only
3	10	16					gorresio_only
3	10	17	3	6	16	0.333	fuzzy
3	10	18					gorresio_only
3	10	20					gorresio_only
3	10	21					gorresio_only
3	10	22	3	6	21	0.414	fuzzy
3	10	23					gorresio_only
3	10	24	3	6	24	0.269	fuzzy
3	10	25					gorresio_only
3	10	26					gorresio_only
3	11	1	3	7	1	0.331	fuzzy
3	11	2					gorresio_only
3	11	3	3	7	3	0.394	fuzzy
3	11	4	3	7	4	0.263	fuzzy
3	11	5	3	7	5	0.41	fuzzy
3	11	6					gorresio_only
3	11	7	3	7	7	0.505	matched
3	11	8					gorresio_only
3	11	10					gorresio_only
3	11	11					gorresio_only
3	11	12					gorresio_only
3	11	13	3	7	16	0.571	matched
3	11	14					gorresio_only
3	11	16					gorresio_only
3	11	17					gorresio_only
3	11	18					gorresio_only
3	11	20	3	7	24	0.527	matched
3	12	1	3	8	1	0.478	matched
3	12	2	3	8	2	0.265	fuzzy
3	12	3	3	8	3	0.302	fuzzy
3	12	4	3	8	4	0.633	matched
3	12	5	3	8	5	0.515	matched
3	12	6					gorresio_only
3	12	7	3	8	6	0.483	matched
3	12	8					gorresio_only
3	12	10	3	8	10	0.542	matched
3	12	11	3	8	11	0.682	matched
3	12	12	3	8	12	0.762	matched
3	12	13	3	8	13	0.429	fuzzy
3	12	14	3	8	14	0.598	matched
3	12	16					gorresio_only
3	12	17	3	8	17	0.772	matched
3	12	18	3	8	18	0.272	fuzzy
3	13	1	3	9	1	0.276	fuzzy
3	13	2					gorresio_only
3	13	3					gorresio_only
3	13	4	3	9	4	0.375	fuzzy
3	13	5					gorresio_only
3	13	6	3	9	10	0.494	moved
3	13	7					gorresio_only
3	13	8	3	9	10	0.33	fuzzy
3	13	10					gorresio_only
3	13	11					gorresio_only
3	13	12	3	9	13	0.296	fuzzy
3	13	13					gorresio_only
3	13	14					gorresio_only
3	13	15					gorresio_only
3	13	16					gorresio_only
3	13	17	3	9	19	0.282	fuzzy
3	13	18					gorresio_only
3	13	20					gorresio_only
3	13	21					gorresio_only
3	13	22					gorresio_only
3	13	23					gorresio_only
3	13	24	3	9	27	0.262	fuzzy
3	13	25					gorresio_only
3	13	26					gorresio_only
3	13	28	3	9	30	0.684	matched
3	13	30					gorresio_only
3	13	31	3	9	33	0.413	fuzzy
3	14	1					gorresio_only
3	14	2	3	10	2	0.611	matched
3	14	3	3	10	3	0.342	fuzzy
3	14	4	3	10	4	0.737	matched
3	14	5	3	10	5	0.33	fuzzy
3	14	7	3	10	6	0.265	fuzzy
3	14	8					gorresio_only
3	14	10					gorresio_only
3	14	11					gorresio_only
3	14	12					gorresio_only
3	14	13					gorresio_only
3	14	14	3	10	13	0.291	fuzzy
3	14	15	3	10	15	0.271	fuzzy
3	14	16					gorresio_only
3	14	17					gorresio_only
3	14	18	3	10	18	0.31	fuzzy
3	14	20					gorresio_only
3	14	21					gorresio_only
3	14	22					gorresio_only
3	14	23					gorresio_only
3	14	24	3	10	22	0.698	matched
3	15	1	3	11	1	0.37	fuzzy
3	15	2					gorresio_only
3	15	3	3	11	9	0.553	moved
3	15	4					gorresio_only
3	15	5	3	11	5	0.584	matched
3	15	6					gorresio_only
3	15	7	3	11	7	0.844	matched
3	15	8	3	11	8	0.396	fuzzy
3	15	10	3	11	10	0.459	matched
3	15	11	3	11	11	0.484	matched
3	15	12	3	11	12	0.57	matched
3	15	13	3	11	13	0.333	fuzzy
3	15	14	3	11	15	0.309	fuzzy
3	15	15					gorresio_only
3	15	16					gorresio_only
3	15	17	3	11	17	0.583	matched
3	15	18	3	11	18	0.485	matched
3	15	20	3	11	20	0.701	matched
3	15	22	3	11	21	0.256	fuzzy
3	15	23	3	11	22	0.258	fuzzy
3	15	24					gorresio_only
3	15	25					gorresio_only
3	15	26					gorresio_only
3	15	27					gorresio_only
3	15	28	3	11	27	0.252	fuzzy
3	15	30					gorresio_only
3	15	31					gorresio_only
3	15	32	3	11	30	0.267	fuzzy
3	15	33	3	11	31	0.281	fuzzy
3	15	34	3	11	33	0.297	fuzzy
3	15	35					gorresio_only
3	15	36					gorresio_only
3	15	38					gorresio_only
3	15	39					gorresio_only
3	15	40					gorresio_only
3	15	41	3	11	38	0.343	fuzzy
3	15	44					gorresio_only
3	15	45	3	11	42	0.422	fuzzy
3	15	46	3	11	43	0.5	matched
3	16	1	3	11	44	0.608	matched
3	16	2	3	11	45	0.71	matched
3	16	3	3	11	51	0.477	moved
3	16	4	3	11	47	0.589	matched
3	16	5	3	11	48	0.495	matched
3	16	6					gorresio_only
3	16	7	3	11	49	0.63	matched
3	16	8	3	11	50	0.304	fuzzy
3	16	10	3	11	52	0.302	fuzzy
3	16	11	3	11	53	0.42	fuzzy
3	16	12	3	11	54	0.296	fuzzy
3	16	13	3	11	55	0.394	fuzzy
3	16	14	3	11	56	0.66	matched
3	16	15	3	11	57	0.435	fuzzy
3	16	16					gorresio_only
3	16	17	3	11	59	0.382	fuzzy
3	16	18	3	11	60	0.48	matched
3	16	20					gorresio_only
3	16	21					gorresio_only
3	16	22					gorresio_only
3	16	23					gorresio_only
3	16	24					gorresio_only
3	16	25					gorresio_only
3	16	26					gorresio_only
3	16	27					gorresio_only
3	16	28					gorresio_only
3	16	30					gorresio_only
3	16	31	3	11	69	0.472	moved
3	16	32					gorresio_only
3	16	33	3	11	65	0.339	fuzzy
3	16	34					gorresio_only
3	16	35					gorresio_only
3	16	36					gorresio_only
3	16	37	3	11	67	0.391	fuzzy
3	16	40	3	11	70	0.584	matched
3	16	41					gorresio_only
3	17	1	3	11	71	0.486	matched
3	17	2	3	11	72	0.252	fuzzy
3	17	3	3	11	73	0.455	matched
3	17	4					gorresio_only
3	17	5					gorresio_only
3	17	6					gorresio_only
3	17	7					gorresio_only
3	17	8					gorresio_only
3	17	10					gorresio_only
3	17	11					gorresio_only
3	17	12					gorresio_only
3	17	13					gorresio_only
3	17	14	3	11	77	0.41	fuzzy
3	17	16	3	11	81	0.795	moved
3	17	17	3	11	79	0.44	fuzzy
3	17	18	3	11	80	0.735	matched
3	17	20	3	11	82	0.409	fuzzy
3	17	21	3	11	83	0.662	matched
3	17	22	3	11	84	0.663	matched
3	17	23	3	11	85	0.347	fuzzy
3	17	24					gorresio_only
3	17	25	3	11	86	0.33	fuzzy
3	17	26					gorresio_only
3	17	27	3	11	88	0.31	fuzzy
3	17	28	3	11	89	0.51	matched
3	17	30					gorresio_only
3	17	31	3	11	92	0.5	matched
3	17	32					gorresio_only
3	17	33					gorresio_only
3	18	1					gorresio_only
3	18	2	3	11	94	0.726	matched
3	18	3	3	12	1	0.659	matched
3	18	4	3	12	2	0.436	fuzzy
3	18	5					gorresio_only
3	18	6					gorresio_only
3	18	7					gorresio_only
3	18	8	3	12	5	0.567	matched
3	18	10					gorresio_only
3	18	11					gorresio_only
3	18	12	3	12	9	0.345	fuzzy
3	18	13					gorresio_only
3	18	14	3	12	11	0.351	fuzzy
3	18	15					gorresio_only
3	18	16					gorresio_only
3	18	18					gorresio_only
3	18	20	3	12	25	0.351	fuzzy
3	18	21					gorresio_only
3	18	22					gorresio_only
3	18	23					gorresio_only
3	18	25					gorresio_only
3	18	26					gorresio_only
3	18	28					gorresio_only
3	18	30					gorresio_only
3	18	31					gorresio_only
3	18	32					gorresio_only
3	18	33					gorresio_only
3	18	34					gorresio_only
3	18	35					gorresio_only
3	18	36					gorresio_only
3	18	37	3	12	32	0.419	fuzzy
3	18	38	3	12	33	0.29	fuzzy
3	18	40	3	12	35	0.52	matched
3	18	41	3	12	36	0.336	fuzzy
3	18	42					gorresio_only
3	18	43					gorresio_only
3	18	44					gorresio_only
3	18	45	3	12	37	0.49	matched
3	18	46					gorresio_only
3	18	47					gorresio_only
3	18	48					gorresio_only
3	19	1					gorresio_only
3	19	2	3	13	1	0.567	matched
3	19	3					gorresio_only
3	19	4	3	13	3	0.297	fuzzy
3	19	5					gorresio_only
3	19	6					gorresio_only
3	19	7	3	13	6	0.348	fuzzy
3	19	8	3	13	7	0.536	matched
3	19	10	3	13	9	0.368	fuzzy
3	19	11	3	13	10	0.659	matched
3	19	12	3	13	11	0.685	matched
3	19	13	3	13	12	0.379	fuzzy
3	19	14	3	13	13	0.375	fuzzy
3	19	15					gorresio_only
3	19	16	3	13	18	0.565	moved
3	19	17	3	13	16	0.471	matched
3	19	18	3	13	17	0.589	matched
3	19	20	3	13	19	0.495	matched
3	19	21	3	13	20	0.691	matched
3	19	22	3	13	21	0.542	matched
3	19	23	3	13	22	0.385	fuzzy
3	19	24					gorresio_only
3	19	25	3	13	23	0.67	matched
3	19	26	3	13	24	0.325	fuzzy
3	19	27	3	13	25	0.559	matched
3	20	1					gorresio_only
3	20	2	3	14	3	0.578	matched
3	20	3	3	14	4	0.252	fuzzy
3	20	5					gorresio_only
3	20	6					gorresio_only
3	20	7	3	14	7	0.485	matched
3	20	8	3	14	8	0.416	fuzzy
3	20	10	3	14	10	0.49	matched
3	20	11	3	14	11	0.394	fuzzy
3	20	12					gorresio_only
3	20	14					gorresio_only
3	20	15					gorresio_only
3	20	16					gorresio_only
3	20	18					gorresio_only
3	20	20					gorresio_only
3	20	21					gorresio_only
3	20	22					gorresio_only
3	20	23	3	14	22	0.352	fuzzy
3	20	24					gorresio_only
3	20	26	3	14	25	0.253	fuzzy
3	20	27					gorresio_only
3	20	28	3	14	27	0.46	matched
3	20	30	3	14	29	0.378	fuzzy
3	20	31	3	14	30	0.256	fuzzy
3	20	32					gorresio_only
3	20	33					gorresio_only
3	20	34	3	14	33	0.304	fuzzy
3	20	35	3	14	34	0.262	fuzzy
3	20	36	3	14	35	0.421	fuzzy
3	20	37	3	14	36	0.333	fuzzy
3	21	1					gorresio_only
3	21	2					gorresio_only
3	21	3					gorresio_only
3	21	4					gorresio_only
3	21	5					gorresio_only
3	21	6	3	15	6	0.689	matched
3	21	7	3	15	7	0.327	fuzzy
3	21	8	3	15	8	0.659	matched
3	21	10	3	15	10	0.68	matched
3	21	11	3	15	11	0.355	fuzzy
3	21	12	3	15	13	0.29	fuzzy
3	21	13					gorresio_only
3	21	15					gorresio_only
3	21	16					gorresio_only
3	21	17					gorresio_only
3	21	18					gorresio_only
3	21	20	3	15	18	0.256	fuzzy
3	21	21	3	15	19	0.259	fuzzy
3	21	22	3	15	20	0.602	matched
3	21	23					gorresio_only
3	21	24	3	15	24	0.355	fuzzy
3	21	25	3	15	25	0.38	fuzzy
3	21	26					gorresio_only
3	21	27	3	15	27	0.418	fuzzy
3	21	28					gorresio_only
3	21	30	3	15	30	0.51	matched
3	21	31	3	15	31	0.369	fuzzy
3	22	1					gorresio_only
3	22	2	3	16	2	0.5	matched
3	22	3	3	16	3	0.588	matched
3	22	4	3	16	4	0.465	matched
3	22	5	3	16	5	0.458	matched
3	22	6	3	16	6	0.484	matched
3	22	7	3	16	7	0.622	matched
3	22	8	3	16	8	0.363	fuzzy
3	22	10					gorresio_only
3	22	11	3	16	11	0.357	fuzzy
3	22	12	3	16	12	0.576	matched
3	22	13	3	16	13	0.49	matched
3	22	14	3	16	14	0.38	fuzzy
3	22	15	3	16	15	0.5	matched
3	22	16					gorresio_only
3	22	17	3	16	16	0.353	fuzzy
3	22	18					gorresio_only
3	22	20	3	16	19	0.445	fuzzy
3	22	21	3	16	20	0.556	matched
3	22	22	3	16	23	0.408	fuzzy
3	22	23	3	16	24	0.541	matched
3	22	24	3	16	25	0.49	matched
3	22	25	3	16	26	0.301	fuzzy
3	22	26	3	16	27	0.674	matched
3	22	27	3	16	28	0.404	fuzzy
3	22	28	3	16	29	0.525	matched
3	22	29	3	16	30	0.79	matched
3	22	30					gorresio_only
3	22	31	3	16	33	0.351	fuzzy
3	22	32	3	16	34	0.716	matched
3	22	33	3	16	35	0.613	matched
3	22	34	3	16	36	0.342	fuzzy
3	22	35	3	16	37	0.444	fuzzy
3	22	36					gorresio_only
3	22	37	3	16	41	0.393	fuzzy
3	22	38					gorresio_only
3	23	1	3	17	1	0.429	fuzzy
3	23	2	3	17	2	0.464	matched
3	23	3					gorresio_only
3	23	4					gorresio_only
3	23	5					gorresio_only
3	23	6					gorresio_only
3	23	7					gorresio_only
3	23	8					gorresio_only
3	23	11					gorresio_only
3	23	12	3	17	5	0.34	fuzzy
3	23	13					gorresio_only
3	23	14					gorresio_only
3	23	15					gorresio_only
3	23	16					gorresio_only
3	23	17	3	17	11	0.716	moved
3	23	18	3	17	8	0.363	fuzzy
3	23	20					gorresio_only
3	23	21					gorresio_only
3	23	22					gorresio_only
3	23	23					gorresio_only
3	23	24					gorresio_only
3	23	25					gorresio_only
3	23	26					gorresio_only
3	23	27					gorresio_only
3	23	28					gorresio_only
3	23	30					gorresio_only
3	23	31					gorresio_only
3	23	32					gorresio_only
3	23	33					gorresio_only
3	23	34					gorresio_only
3	23	35	3	17	19	0.296	fuzzy
3	23	36	3	17	20	0.516	matched
3	23	37					gorresio_only
3	23	40					gorresio_only
3	23	41					gorresio_only
3	23	42					gorresio_only
3	23	43	3	17	27	0.298	fuzzy
3	23	44	3	17	28	0.57	matched
3	23	45					gorresio_only
3	23	46	3	17	29	0.313	fuzzy
3	24	1	3	18	1	0.323	fuzzy
3	24	2	3	18	2	0.27	fuzzy
3	24	3					gorresio_only
3	24	4	3	18	4	0.312	fuzzy
3	24	5	3	18	5	0.34	fuzzy
3	24	6	3	18	6	0.54	matched
3	24	7					gorresio_only
3	24	8	3	18	8	0.417	fuzzy
3	24	10	3	18	10	0.395	fuzzy
3	24	11	3	18	11	0.281	fuzzy
3	24	12	3	18	12	0.254	fuzzy
3	24	13	3	18	13	0.363	fuzzy
3	24	15					gorresio_only
3	24	16	3	18	18	0.721	moved
3	24	17	3	18	16	0.387	fuzzy
3	24	18	3	18	17	0.485	matched
3	24	20	3	18	19	0.543	matched
3	24	21	3	18	20	0.5	matched
3	24	22	3	18	21	0.359	fuzzy
3	24	23	3	18	22	0.422	fuzzy
3	24	24	3	18	23	0.4	fuzzy
3	24	25	3	18	24	0.287	fuzzy
3	24	26	3	18	25	0.584	matched
3	25	1	3	19	1	0.471	matched
3	25	2	3	19	5	0.424	fuzzy
3	25	3					gorresio_only
3	25	4	3	19	7	0.423	fuzzy
3	25	5	3	19	8	0.273	fuzzy
3	25	6	3	19	9	0.51	matched
3	25	7	3	19	10	0.505	matched
3	25	8	3	19	11	0.475	matched
3	25	10	3	19	13	0.419	fuzzy
3	25	11	3	19	14	0.618	matched
3	25	12	3	19	16	0.514	matched
3	25	14					gorresio_only
3	25	15	3	19	17	0.833	matched
3	25	16					gorresio_only
3	25	17					gorresio_only
3	25	18	3	19	19	0.355	fuzzy
3	25	20	3	19	21	0.311	fuzzy
3	25	21	3	19	22	0.586	matched
3	25	22	3	19	23	0.267	fuzzy
3	25	23	3	19	24	0.331	fuzzy
3	25	24	3	19	25	0.301	fuzzy
3	25	25	3	19	26	0.422	fuzzy
3	25	26					gorresio_only
3	26	1	3	20	1	0.562	matched
3	26	2	3	20	2	0.771	matched
3	26	3					gorresio_only
3	26	4					gorresio_only
3	26	5					gorresio_only
3	26	6	3	20	6	0.629	matched
3	26	7	3	20	7	0.753	matched
3	26	8	3	20	8	0.38	fuzzy
3	26	10	3	20	10	0.347	fuzzy
3	26	12	3	20	12	0.318	fuzzy
3	26	13	3	20	13	0.427	fuzzy
3	26	14	3	20	14	0.733	matched
3	26	15					gorresio_only
3	26	16					gorresio_only
3	26	20					gorresio_only
3	26	21					gorresio_only
3	26	22					gorresio_only
3	26	23					gorresio_only
3	26	24					gorresio_only
3	26	25					gorresio_only
3	26	26	3	20	22	0.256	fuzzy
3	26	27					gorresio_only
3	26	28	3	20	23	0.556	matched
3	27	1	3	21	1	0.602	matched
3	27	2	3	21	2	0.275	fuzzy
3	27	3					gorresio_only
3	27	4					gorresio_only
3	27	5					gorresio_only
3	27	6	3	21	6	0.256	fuzzy
3	27	7					gorresio_only
3	27	8	3	21	10	0.31	fuzzy
3	27	10	3	21	12	0.345	fuzzy
3	27	11					gorresio_only
3	27	12	3	21	14	0.292	fuzzy
3	27	13					gorresio_only
3	27	14					gorresio_only
3	27	15					gorresio_only
3	27	16					gorresio_only
3	27	17					gorresio_only
3	27	18					gorresio_only
3	27	20	3	21	15	0.275	fuzzy
3	27	21					gorresio_only
3	27	22					gorresio_only
3	27	23					gorresio_only
3	28	1	3	22	1	0.663	matched
3	28	2	3	22	2	0.45	matched
3	28	3	3	22	3	0.302	fuzzy
3	28	4	3	22	4	0.614	matched
3	28	5	3	22	5	0.436	fuzzy
3	28	6					gorresio_only
3	28	7					gorresio_only
3	28	8	3	22	6	0.42	fuzzy
3	28	10					gorresio_only
3	28	11					gorresio_only
3	28	12					gorresio_only
3	28	13					gorresio_only
3	28	14					gorresio_only
3	28	15					gorresio_only
3	28	16					gorresio_only
3	28	17					gorresio_only
3	28	18	3	22	8	0.836	matched
3	28	20					gorresio_only
3	28	21	3	22	9	0.308	fuzzy
3	28	22	3	22	10	0.317	fuzzy
3	28	23					gorresio_only
3	28	24					gorresio_only
3	28	25					gorresio_only
3	28	26					gorresio_only
3	28	27	3	22	11	0.33	fuzzy
3	28	28					gorresio_only
3	28	30					gorresio_only
3	28	31					gorresio_only
3	28	32	3	22	15	0.256	fuzzy
3	28	35					gorresio_only
3	28	36					gorresio_only
3	28	37					gorresio_only
3	28	38	3	22	20	0.747	matched
3	28	40	3	22	22	0.612	matched
3	28	41	3	22	23	0.368	fuzzy
3	28	42					gorresio_only
3	29	1					gorresio_only
3	29	2					gorresio_only
3	29	3					gorresio_only
3	29	4	3	23	3	0.69	matched
3	29	6					gorresio_only
3	29	7					gorresio_only
3	29	8					gorresio_only
3	29	10					gorresio_only
3	29	11					gorresio_only
3	29	12	3	23	13	0.283	fuzzy
3	29	13					gorresio_only
3	29	14					gorresio_only
3	29	15					gorresio_only
3	29	16					gorresio_only
3	29	17	3	23	19	0.296	fuzzy
3	29	18					gorresio_only
3	29	20					gorresio_only
3	29	21					gorresio_only
3	29	23	3	23	24	0.314	fuzzy
3	29	24	3	23	25	0.25	fuzzy
3	29	25					gorresio_only
3	29	26					gorresio_only
3	29	27					gorresio_only
3	29	28	3	23	30	0.31	fuzzy
3	29	30					gorresio_only
3	29	31					gorresio_only
3	29	32	3	23	33	0.52	matched
3	29	33	3	23	34	0.449	fuzzy
3	30	1	3	24	1	0.368	fuzzy
3	30	2	3	24	2	0.301	fuzzy
3	30	3	3	24	3	0.336	fuzzy
3	30	4	3	24	4	0.406	fuzzy
3	30	5					gorresio_only
3	30	6	3	24	9	0.578	moved
3	30	7					gorresio_only
3	30	8	3	24	8	0.268	fuzzy
3	30	10					gorresio_only
3	30	11	3	24	11	0.647	matched
3	30	12	3	24	12	0.457	matched
3	30	13					gorresio_only
3	30	14					gorresio_only
3	30	15					gorresio_only
3	30	16					gorresio_only
3	30	17	3	24	16	0.31	fuzzy
3	30	18	3	24	17	0.343	fuzzy
3	30	20					gorresio_only
3	30	21	3	24	23	0.827	matched
3	30	22					gorresio_only
3	30	23					gorresio_only
3	30	26					gorresio_only
3	30	27	3	24	28	0.287	fuzzy
3	30	28	3	24	29	0.282	fuzzy
