n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
129745		svāyaṃbhuva	svAyaMBuva	svāyambhuva		1	1	6	AP CAE CCS MD PWG PWK
129746	M	svāyambhuva	svAyamBuva	svāyambhuva		1	1	6	AP CAE CCS MD PWG PWK
129747	H	saṃbhuva	saMBuva	sambhuva		1	1	1	BHS
129748		bhūrbhuva	BUrBuva	bhūrbhuva		1	1	4	MW PWG PWK SCH
129749		yuva	yuva	yuva		1	1	7	CAE CCS GRA MD MW PWG PWK
129750	G	ayuva	ayuva	ayuva		1	1	3	AP PWG VCP
129751		maruva	maruva	maruva		1	1	4	MW PWG PWK VCP
129752	M	pautudruva	pOtudruva	pautudruva		1	1	1	MW
129753	S	godruva	godruva	godruva		0	0		
129754		adhruva	aDruva	adhruva		1	1	11	AP BUR CAE CCS MD MW PD PWG PWK SCH VCP
129755	M	vikṣepa--dhruva	vikzepaDruva	vikṣepadhruva	hyph	1	1	1	MW
129756		indradhruva	indraDruva	indradhruva		1	1	3	MW PWG PWK
129757	I	baladhruva	balaDruva	baladhruva		0	0		
129758		vyākuladhruva	vyAkulaDruva	vyākuladhruva		1	1	3	MW PWG PWK
129759		nidhruva	niDruva	nidhruva		1	1	4	MW PWG PWK VCP
129760		naidhruva	nEDruva	naidhruva		1	1	4	MW PWG PWK VCP
129761	G	dhruvá	Druva	dhruva	acc	1	1	14	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI
129762	S	dbijabruva	dbijabruva	dbijabruva		0	0		
129763		dvijabruva	dvijabruva	dvijabruva		1	1	4	MW PWG PWK VCP
129764		brāhmaṇabruva	brAhmaRabruva	brāhmanabruva		1	1	6	CAE CCS MW PWG PWK VCP
129765	M	brahmabruva	brahmabruva	brahmabruva		1	1	1	MW
129766		kṣatriyabruva	kzatriyabruva	kṣatriyabruva		1	1	3	MW PWG PWK
129767	G	vrātyabruvá	vrAtyabruva	vrātyabruva	acc	1	1	3	MW PWG PWK
129768		vedāntibruva	vedAntibruva	vedāntibruva		1	1	2	MW PWK
129769	G	bruvá	bruva	bruva	acc	1	1	7	AP CAE CCS MD MW PWG PWK
129770		bhruva	Bruva	bhruva		1	1	7	BUR CAE CCS MD MW PWG PWK
129771		akṣibhruva	akziBruva	akṣibhruva		1	1	5	MW PD PWG PWK VCP
129772		sunāsā--kṣibhruva	sunAsAkziBruva	sunāsākṣibhruva	hyph	1	1	2	MW PWK
129773		śruva	sruva	sruva	acc	1	1	10	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
129774	A	ahīśruva	ahIsruva	ahīsruva	acc	0	0		
129775		pūrṇasruva	pUrRasruva	pūrnasruva		1	1	2	MW PWK
129776		tasruva	tasruva	tasruva		1	1	1	PWK
129777	M	asruva	asruva	asruva		1	1	1	MW
129778		sruksruva	sruksruva	sruksruva		1	1	2	MW PWK
129779	G	sruvá	sruva	sruva	acc	1	1	10	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
129780	G	veluva	veluva	veluva		1	1	3	BHS MW PWG
129781	H	heluva	heluva	heluva		1	1	1	BHS
129782		loluva	loluva	loluva		1	1	4	MW PWG PWK SCH
129783	G	ahīśúva	ahIsuva	ahīsuva	acc	0	0		
129784		viṣuva	vizuva	viṣuva		1	1	5	MD MW PWG PWK VCP
129785		jalaviṣuva	jalavizuva	jalaviṣuva		1	1	4	MW PWG PWK VCP
129786		mahāviṣuva	mahAvizuva	mahāviṣuva		1	1	4	MW PWG PWK VCP
129787	I	suva	suva	suva		0	0		
129788		pāṃsuva	pAMsuva	pānsuva		1	1	3	MW PWG PWK
129789		prasuva	prasuva	prasuva		1	1	3	MW PWG PWK
129790	G	akṣosuva	akzosuva	akṣosuva		1	1	2	PD PWG
129791	M	āhuva	Ahuva	āhuva		1	1	2	MW VCP
129792		huhuva	huhuva	huhuva		1	1	4	BHS MW PWG PWK
129793	M	bhūrbhūva	BUrBUva	bhūrbhūva		1	1	2	MW PWK
129794	A	marūva	marUva	marūva		1	1	1	AP
129795	S	kṛva	kfva	kṛva		1	1	2	SKD VCP
129796	S	keva	keva	keva		1	1	3	BHS SKD VCP
129797	S	kheva	Keva	kheva		1	1	2	SKD VCP
129798	G	evá	eva	eva	acc	1	1	12	AP BHS BUR CAE CCS GRA MD MW PWG PWK SKD VCP
129799	B	prāgeva	prAgeva	prāgeva		1	1	2	BHS BUR
129800	S	geva	geva	geva		1	1	2	SKD VCP
129801	B	tiṣṭheva	tizWeva	tiṣṭheva		1	1	1	BUR
129802		niṣṭheva	nizWeva	niṣṭheva		1	1	5	BUR MW PWG PWK VCP
129803	S	saniṣṭheva	sanizWeva	saniṣṭheva		1	1	1	VCP
129804	M	ṣṭheva	zWeva	ṣṭheva		1	1	1	MW
129805	S	teva	teva	teva		1	1	2	SKD VCP
129806		ādeva	Adeva	ādeva		1	1	4	GRA MW PWG PWK
129807	M	mahārāji--kadeva	mahArAjikadeva	mahārājikadeva	hyph	1	1	1	MW
129808		yājñikadeva	yAjYikadeva	yājnikadeva		1	1	3	MW PWG PWK
129809		śukadeva	sukadeva	sukadeva	acc	0	0		
129810		vṛkadeva	vfkadeva	vṛkadeva		1	1	3	MW PWG PWK
129811	M	ekadeva	ekadeva	ekadeva		1	1	2	MW VCP
129812		kokadeva	kokadeva	kokadeva		1	1	4	MW PWG PWK VCP
129813		viśokadeva	visokadeva	visokadeva	acc	0	0		
129814	M	kaṅkadeva	kaNkadeva	kankadeva		1	1	1	MW
129815		viśākhadeva	visAKadeva	visākhadeva	acc	0	0		
129816		sukhadeva	suKadeva	sukhadeva		1	1	3	MW PWG PWK
129817	G	ádeva	adeva	adeva	acc	1	1	11	AP BUR CAE CCS GRA MD MW PD PWG PWK SCH
129818		bhagadeva	Bagadeva	bhagadeva		1	1	4	MW PWG PWK VCP
129819		nāgadeva	nAgadeva	nāgadeva		1	1	5	CAE CCS MW PWG PWK
129820	H	mṛgadeva	mfgadeva	mṛgadeva		1	1	1	BHS
129821		bhogadeva	Bogadeva	bhogadeva		1	1	3	MW PWG PWK
129822		yogadeva	yogadeva	yogadeva		1	1	3	MW PWG PWK
129823		aṅgadeva	aNgadeva	angadeva		1	1	3	PD PWG PWK
129824		mataṅgadeva	mataNgadeva	matangadeva		1	1	2	PWG PWK
129825	M	mataṃgadeva	mataMgadeva	matangadeva		1	1	2	PWG PWK
129826		sāraṅgadeva	sAraNgadeva	sārangadeva		1	1	3	MW PWG PWK
129827	M	śrīraṅgadeva	srIraNgadeva	srīrangadeva	acc	0	0		
129828		gāṅgadeva	gANgadeva	gāngadeva		1	1	3	MW PWG PWK
129829		śārṅgadeva	sArNgadeva	sārngadeva	acc	0	0		
129830		aghadeva	aGadeva	aghadeva		1	1	4	MW PD PWG PWK
129831	M	oghadeva	oGadeva	oghadeva		1	1	1	MW
129832	M	amoghadeva	amoGadeva	amoghadeva		1	1	1	MW
129833		uccadeva	uccadeva	uccadeva		1	1	5	BUR MW PWG PWK VCP
129834	H	atyuccadeva	atyuccadeva	atyuccadeva		1	1	2	BHS PD
129835	H	abhyuccadeva	aByuccadeva	abhyuccadeva		1	1	1	BHS
129836		piñcadeva	piYcadeva	pincadeva		1	1	4	MD MW PWG PWK
129837	H	gajadeva	gajadeva	gajadeva		1	1	1	BHS
129838		pūrvajadeva	pUrvajadeva	pūrvajadeva		1	1	2	MW PWK
129839		rājadeva	rAjadeva	rājadeva		1	1	3	MW PWG PWK
129840		lakṣmaṇa--rājadeva	lakzmaRarAjadeva	lakṣmanarājadeva	hyph	1	1	3	MW PWG PWK
129841		vallabha--rājadeva	vallaBarAjadeva	vallabharājadeva	hyph	1	1	2	MW PWK
129842	M	somarājadeva	somarAjadeva	somarājadeva		1	1	1	MW
129843		vākpati--rājadeva	vAkpatirAjadeva	vākpatirājadeva	hyph	1	1	2	MW PWK
129844		dvijadeva	dvijadeva	dvijadeva		1	1	2	MW PWK
129845		bhojadeva	Bojadeva	bhojadeva		1	1	7	CAE CCS MD MW PWG PWK VCP
129846	M	vajjadeva	vajjadeva	vajjadeva		1	1	1	MW
129847	U	abjadeva	abjadeva	abjadeva		0	0		
129848		yajñadeva	yajYadeva	yajnadeva		1	1	3	MW PWG PWK
129849		sarvajñadeva	sarvajYadeva	sarvajnadeva		1	1	3	MW PWG PWK
129850		yājñadeva	yAjYadeva	yājnadeva		1	1	3	MW PWG PWK
129851		vaṭṭadeva	vawwadeva	vaṭṭadeva		1	1	2	PWG PWK
129852	G	vāṭṭadeva	vAwwadeva	vāṭṭadeva		1	1	2	MW PWG
129853	M	iṣṭadeva	izwadeva	iṣṭadeva		1	1	2	MW VCP
129854	M	loṣṭadeva	lozwadeva	loṣṭadeva		1	1	1	MW
129855		śrīkaṇṭhadeva	srIkaRWadeva	srīkanṭhadeva	acc	0	0		
129856	U	jyeṣṭhadeva	jyezWadeva	jyeṣṭhadeva		0	0		
129857		vajjaḍadeva	vajjaqadeva	vajjaḍadeva		1	1	1	PWK
129858		khaṇḍadeva	KaRqadeva	khanḍadeva		1	1	3	MW PWG PWK
129859		pracaṇḍadeva	pracaRqadeva	pracanḍadeva		1	1	3	MW PWG PWK
129860		tuṇḍadeva	tuRqadeva	tunḍadeva		1	1	4	MW PWG PWK VCP
129861	H	dṛḍhadeva	dfQadeva	dṛḍhadeva		1	1	1	BHS
129862		gaṇadeva	gaRadeva	ganadeva		1	1	3	MW PWG PWK
129863		devagaṇadeva	devagaRadeva	devaganadeva		1	1	3	MW PWG PWK
129864		aṅgaṇadeva	aNgaRadeva	anganadeva		1	1	2	PD PWK
129865	M	śiṅghaṇadeva	siNGaRadeva	singhanadeva	acc	1	1	3	MW PWG PWK
129866		siṅghaṇadeva	siNGaRadeva	singhanadeva		1	1	3	MW PWG PWK
129867		lakṣmaṇadeva	lakzmaRadeva	lakṣmanadeva		1	1	3	MW PWG PWK
129868		nārāyaṇadeva	nArAyaRadeva	nārāyanadeva		1	1	3	MW PWG PWK
129869	M	hṛdayanā--rāyaṇadeva	hfdayanArAyaRadeva	hṛdayanārāyanadeva	hyph	1	1	1	MW
129870	M	śaraṇadeva	saraRadeva	saranadeva	acc	1	1	3	MW PWG PWK
129871		saraṇadeva	saraRadeva	saranadeva		1	1	3	MW PWG PWK
129872	M	sādhāra--ṇadeva	sADAraRadeva	sādhāranadeva	hyph	1	1	1	MW
129873		mallibhū--ṣaṇadeva	malliBUzaRadeva	mallibhūṣanadeva	hyph	1	1	3	MW PWG PWK
129874	M	bhūṣaṇadeva	BUzaRadeva	bhūṣanadeva		1	1	1	MW
129875		kāṇadeva	kARadeva	kānadeva		1	1	3	MW PWG PWK
129876		guṇadeva	guRadeva	gunadeva		1	1	3	MW PWG PWK
129877		varuṇadeva	varuRadeva	varunadeva		1	1	5	BHS CAE MW PWG PWK
129878		śrīkarṇadeva	srIkarRadeva	srīkarnadeva	acc	0	0		
129879	G	karṇadeva	karRadeva	karnadeva		1	1	2	MW PWG
129880		pūrṇadeva	pUrRadeva	pūrnadeva		1	1	3	MW PWG PWK
129881		kṛṣṇadeva	kfzRadeva	kṛṣnadeva		1	1	3	MW PWG PWK
129882	M	rāmakṛ--ṣṇadeva	rAmakfzRadeva	rāmakṛṣnadeva	hyph	1	1	1	MW
129883		vinītadeva	vinItadeva	vinītadeva		1	1	4	BHS MW PWG PWK
129884		śrutadeva	srutadeva	srutadeva	acc	0	0		
129885		viśrutadeva	visrutadeva	visrutadeva	acc	0	0		
129886	I	kṛtadeva	kftadeva	kṛtadeva		0	0		
129887	G	ánṛtadeva	anftadeva	anṛtadeva	acc	1	1	6	AP GRA MW PD PWG PWK
129888		anantadeva	anantadeva	anantadeva		1	1	5	MW PD PWG PWK VCP
129889	H	jayantadeva	jayantadeva	jayantadeva		1	1	1	BHS
129890		durantadeva	durantadeva	durantadeva		1	1	2	MW PWK
129891		bhagavantadeva	Bagavantadeva	bhagavantadeva		1	1	3	MW PWG PWK
129892		vasantadeva	vasantadeva	vasantadeva		1	1	2	MW PWK
129893	M	rādhā--kāntadeva	rADAkAntadeva	rādhākāntadeva	hyph	1	1	1	MW
129894	M	dāntadeva	dAntadeva	dāntadeva		1	1	3	MW PWK SCH
129895		śivaguptadeva	sivaguptadeva	sivaguptadeva	acc	0	0		
129896		surathadeva	suraTadeva	surathadeva		1	1	3	MW PWG PWK
129897	M	viśva--nāthadeva	visvanATadeva	visvanāthadeva	hyph|acc	0	0		
129898		tīrthadeva	tIrTadeva	tīrthadeva		1	1	5	INM MW PWG PWK VCP
129899	G	dhanadadeva	Danadadeva	dhanadadeva		1	1	2	MW PWG
129900	N	vedadeva	vedadeva	vedadeva		1	1	1	INM
129901		ānandadeva	Anandadeva	ānandadeva		1	1	3	MW PWG PWK
129902	M	nandadeva	nandadeva	nandadeva		1	1	1	MW
129903	G	govindadeva	govindadeva	govindadeva		1	1	3	MW PWG PWK
129904		mukundadeva	mukundadeva	mukundadeva		1	1	3	MW PWG PWK
129905		vīramu--kundadeva	vIramukundadeva	vīramukundadeva	hyph	1	1	3	MW PWG PWK
129906		śrāddhadeva	srAdDadeva	srāddhadeva	acc	0	0		
129907		siddhadeva	sidDadeva	siddhadeva		1	1	4	MW PWG PWK VCP
129908		buddhadeva	budDadeva	buddhadeva		1	1	3	MW PWG PWK
129909	H	vṛddhadeva	vfdDadeva	vṛddhadeva		1	1	1	BHS
129910	G	ardhadevá	arDadeva	ardhadeva	acc	1	1	6	CAE CCS GRA MW PWG PWK
129911		kanadeva	kanadeva	kanadeva		1	1	3	MW PWG PWK
129912		janadeva	janadeva	janadeva		1	1	7	CAE CCS INM MW PWG PWK VCP
129913		vaijanadeva	vEjanadeva	vaijanadeva		1	1	2	MW PWK
129914	M	maṇḍanadeva	maRqanadeva	manḍanadeva		1	1	1	MW
129915		dhanadeva	Danadeva	dhanadeva		1	1	4	MD MW PWG PWK
129916		laddhanadeva	ladDanadeva	laddhanadeva		1	1	3	MW PWG PWK
129917	M	vāmanadeva	vAmanadeva	vāmanadeva		1	1	1	MW
129918	M	vṛndāva--nadeva	vfndAvanadeva	vṛndāvanadeva	hyph	1	1	1	MW
129919		ājānadeva	AjAnadeva	ājānadeva		1	1	3	MW PWK VCP
129920		jñānadeva	jYAnadeva	jnānadeva		1	1	3	MW PWG PWK
129921		mānadeva	mAnadeva	mānadeva		1	1	2	MW PWK
129922		mahāyānadeva	mahAyAnadeva	mahāyānadeva		1	1	3	MW PWG PWK
129923		jinadeva	jinadeva	jinadeva		1	1	2	MW PWK
129924		arjunadeva	arjunadeva	arjunadeva		1	1	1	PWK
129925	M	ballāla--senadeva	ballAlasenadeva	ballālasenadeva	hyph	1	1	1	MW
129926	M	ratnadeva	ratnadeva	ratnadeva		1	1	1	MW
129927	G	śiśnádeva	sisnadeva	sisnadeva	acc	0	0		
129928	V	siśnadeva	sisnadeva	sisnadeva	acc	0	0		
129929		āpadeva	Apadeva	āpadeva		1	1	4	MW PWG PWK VCP
129930	M	pratāpadeva	pratApadeva	pratāpadeva		1	1	1	MW
129931	G	upadevá	upadeva	upadeva	acc	1	1	4	MW PWG PWK VCP
129932	I	anupadeva	anupadeva	anupadeva		1	0	1	PD
129933	M	viśva--rūpadeva	visvarUpadeva	visvarūpadeva	hyph|acc	0	0		
129934	M	rūpadeva	rUpadeva	rūpadeva		1	1	1	MW
129935		bopadeva	bopadeva	bopadeva		1	1	2	MW PWK
129936		vopadeva	vopadeva	vopadeva		1	1	6	CAE CCS MD MW PWG PWK
129937	M	śrīlaśrī--vopadeva	srIlasrIvopadeva	srīlasrīvopadeva	hyph|acc	0	0		
129938		nimbadeva	nimbadeva	nimbadeva		1	1	3	MW PWG PWK
129939	S	pūrbadeva	pUrbadeva	pūrbadeva		1	1	1	VCP
129940		suprabhadeva	supraBadeva	suprabhadeva		1	1	3	MW PWG PWK
129941		vallabhadeva	vallaBadeva	vallabhadeva		1	1	3	MW PWG PWK
129942		ṛṣabhadeva	fzaBadeva	ṛṣabhadeva		1	1	3	MW PWG PWK
129943	U	puruṣo--ttamadeva	puruzottamadeva	puruṣottamadeva	hyph	0	0		
129944		vikramadeva	vikramadeva	vikramadeva		1	1	3	MW PWG PWK
129945		trivikramadeva	trivikramadeva	trivikramadeva		1	1	3	MW PWG PWK
129946		kāmadeva	kAmadeva	kāmadeva		1	1	9	AP BHS CAE CCS INM MW PWG PWK VCP
129947		nāmadeva	nAmadeva	nāmadeva		1	1	3	MW PWG PWK
129948	M	śyāmadeva	syAmadeva	syāmadeva	acc	0	0		
129949		rāmadeva	rAmadeva	rāmadeva		1	1	5	CAE MD MW PWG PWK
129950	G	hṛdaya--rāmadeva	hfdayarAmadeva	hṛdayarāmadeva	hyph	1	1	1	PWG
129951		saṃgrāmadeva	saMgrAmadeva	sangrāmadeva		1	1	3	MW PWG PWK
129952	M	grāmadeva	grAmadeva	grāmadeva		1	1	1	MW
129953	G	vāmádeva	vAmadeva	vāmadeva	acc	1	1	9	CAE CCS GRA INM MW PWG PWK VCP VEI
129954	M	bhīmadeva	BImadeva	bhīmadeva		1	1	1	MW
129955		kusumadeva	kusumadeva	kusumadeva		1	1	3	MW PWG PWK
129956	M	vyomadeva	vyomadeva	vyomadeva		1	1	1	MW
129957		somadeva	somadeva	somadeva		1	1	5	CAE CCS MW PWG PWK
129958	P	ātmadeva	Atmadeva	ātmadeva		0	0		
129959	G	kármadeva	karmadeva	karmadeva	acc	1	1	3	MW PWG PWK
129960		dharmadeva	Darmadeva	dharmadeva		1	1	6	BHS CAE CCS INM MW PWK
129961	G	jayava--rmadeva	jayavarmadeva	jayavarmadeva	hyph	1	1	2	MW PWG
129962		balavarmadeva	balavarmadeva	balavarmadeva		1	1	3	MW PWG PWK
129963		harivarmadeva	harivarmadeva	harivarmadeva		1	1	2	MW PWK
129964		lakṣmī--varmadeva	lakzmIvarmadeva	lakṣmīvarmadeva	hyph	1	1	3	MW PWG PWK
129965		pāṇḍuvarmadeva	pARquvarmadeva	pānḍuvarmadeva		1	1	3	MW PWG PWK
129966		narabrahmadeva	narabrahmadeva	narabrahmadeva		1	1	3	MW PWG PWK
129967	M	brahmadeva	brahmadeva	brahmadeva		1	1	2	BHS MW
129968		jayadeva	jayadeva	jayadeva		1	1	6	CAE CCS MW PWG PWK VCP
129969		vinayadeva	vinayadeva	vinayadeva		1	1	3	MW PWG PWK
129970		abhayadeva	aBayadeva	abhayadeva		1	1	2	BHS PWK
129971	I	āpomayadeva	Apomayadeva	āpomayadeva		0	0		
129972	M	nyāyadeva	nyAyadeva	nyāyadeva		1	1	1	MW
129973	M	gāṅgeyadeva	gANgeyadeva	gāngeyadeva		1	1	1	MW
129974	M	māṇikyadeva	mARikyadeva	mānikyadeva		1	1	1	MW
129975		sundara--pāṇḍyadeva	sundarapARqyadeva	sundarapānḍyadeva	hyph	1	1	3	MW PWG PWK
129976		brahmaṇyadeva	brahmaRyadeva	brahmanyadeva		1	1	3	INM MW PWK
129977	M	satyadeva	satyadeva	satyadeva		1	1	2	INM MW
129978		ādityadeva	Adityadeva	ādityadeva		1	1	3	MW PWG PWK
129979		daityadeva	dEtyadeva	daityadeva		1	1	3	MW PWG PWK
129980		caitanyadeva	cEtanyadeva	caitanyadeva		1	1	3	MW PWG PWK
129981		ananyadeva	ananyadeva	ananyadeva		1	1	7	AP BHS MW PD PWG PWK VCP
129982	M	nānyadeva	nAnyadeva	nānyadeva		1	1	1	MW
129983		bāpyadeva	bApyadeva	bāpyadeva		1	1	3	MW PWG PWK
129984	M	ramyadeva	ramyadeva	ramyadeva		1	1	1	MW
129985		āryadeva	Aryadeva	āryadeva		1	1	4	BHS MW PWG PWK
129986	M	ācāryadeva	AcAryadeva	ācāryadeva		1	1	3	MW PWK SCH
129987		sūryadeva	sUryadeva	sūryadeva		1	1	3	MW PWG PWK
129988	G	manuṣyadevá	manuzyadeva	manuṣyadeva	acc	1	1	6	BHS CAE CCS MW PWG PWK
129989		dinakaradeva	dinakaradeva	dinakaradeva		1	1	3	MW PWG PWK
129990		puṣpākaradeva	puzpAkaradeva	puṣpākaradeva		1	1	3	MW PWG PWK
129991		prabhākaradeva	praBAkaradeva	prabhākaradeva		1	1	2	PWG PWK
129992	M	padmāka--radeva	padmAkaradeva	padmākaradeva	hyph	1	1	1	MW
129993		śaṃkaradeva	saMkaradeva	sankaradeva	acc	0	0		
129994	M	bhāskaradeva	BAskaradeva	bhāskaradeva		1	1	3	BHS MW SCH
129995	M	kulaśek--haradeva	kulaseKaradeva	kulasekharadeva	hyph|acc	0	0		
129996		sāgaradeva	sAgaradeva	sāgaradeva		1	1	2	MW PWK
129997		caradeva	caradeva	caradeva		1	1	4	MD MW PWG PWK
129998	G	dāmodaradeva	dAmodaradeva	dāmodaradeva		1	1	4	MW PWG PWK SCH
129999		mandaradeva	mandaradeva	mandaradeva		1	1	3	MW PWG PWK
130000		sundaradeva	sundaradeva	sundaradeva		1	1	3	MW PWG PWK
130001		naradeva	naradeva	naradeva		1	1	8	BHS BUR CAE CCS MW PWG PWK VCP
130002		amaradeva	amaradeva	amaradeva		1	1	4	BHS MW PWG PWK
130003	M	bhramaradeva	Bramaradeva	bhramaradeva		1	1	1	MW
130004	H	īśvaradeva	Isvaradeva	īsvaradeva	acc	0	0		
130005	M	someśva--radeva	somesvaradeva	somesvaradeva	hyph|acc	0	0		
130006		kapile--śvaradeva	kapilesvaradeva	kapilesvaradeva	hyph|acc	0	0		
130007		līleśvaradeva	lIlesvaradeva	līlesvaradeva	acc	0	0		
130008	M	śaradeva	saradeva	saradeva	acc	0	0		
130009	M	hariharadeva	hariharadeva	hariharadeva		1	1	1	MW
130010	H	udāradeva	udAradeva	udāradeva		1	1	1	BHS
130011		kedāradeva	kedAradeva	kedāradeva		1	1	2	MW PWK
130012		mandāradeva	mandAradeva	mandāradeva		1	1	3	MW PWG PWK
130013		meghak--umāradeva	meGakumAradeva	meghakumāradeva	hyph	1	1	2	MW PWK
130014		viṣṇuhāradeva	vizRuhAradeva	viṣnuhāradeva		1	1	2	MW PWK
130015		ruciradeva	ruciradeva	ruciradeva		1	1	3	MW PWG PWK
130016	M	sthiradeva	sTiradeva	sthiradeva		1	1	1	MW
130017		vīradeva	vIradeva	vīradeva		1	1	5	CAE CCS MW PWG PWK
130018		śīradeva	sIradeva	sīradeva	acc	1	1	3	MW PWG PWK
130019		sīradeva	sIradeva	sīradeva		1	1	3	MW PWG PWK
130020	H	asuradeva	asuradeva	asuradeva		1	1	1	BHS
130021	G	mū́radeva	mUradeva	mūradeva	acc	1	1	4	GRA MW PWG PWK
130022		śūradeva	sUradeva	sūradeva	acc	0	0		
130023		cakradeva	cakradeva	cakradeva		1	1	5	INM MW PWG PWK VCP
130024		śakradeva	sakradeva	sakradeva	acc	0	0		
130025		ugradeva	ugradeva	ugradeva		1	1	4	MW PWG PWK VEI
130026	H	rāṣṭradeva	rAzwradeva	rāṣṭradeva		1	1	1	BHS
130027		kṣatradeva	kzatradeva	kṣatradeva		1	1	4	INM MW PWG PWK
130028	G	pātradeva	pAtradeva	pātradeva		1	1	1	PWG
130029		citradeva	citradeva	citradeva		1	1	4	INM MW PWG PWK
130030		mitradeva	mitradeva	mitradeva		1	1	4	INM MW PWG PWK
130031	U	astradeva	astradeva	astradeva		0	0		
130032		bhadradeva	Badradeva	bhadradeva		1	1	2	MW PWK
130033	M	vīrabha--dradeva	vIraBadradeva	vīrabhadradeva	hyph	1	1	1	MW
130034		samudradeva	samudradeva	samudradeva		1	1	2	MW PWK
130035		rudradeva	rudradeva	rudradeva		1	1	5	BHS CAE MW PWG PWK
130036	U	pratāparu--dradeva	pratAparudradeva	pratāparudradeva	hyph	0	0		
130037		candradeva	candradeva	candradeva		1	1	5	INM MW PWG PWK VCP
130038	M	rudraca--ndradeva	rudracandradeva	rudracandradeva	hyph	1	1	1	MW
130039	H	indradeva	indradeva	indradeva		1	1	1	BHS
130040		narendradeva	narendradeva	narendradeva		1	1	3	MW PWG PWK
130041	H	mahendradeva	mahendradeva	mahendradeva		1	1	1	BHS
130042		vipradeva	vipradeva	vipradeva		1	1	3	MW PWG PWK
130043	H	pradeva	pradeva	pradeva		1	1	1	BHS
130044	M	mudgaladeva	mudgaladeva	mudgaladeva		1	1	1	MW
130045	H	acaladeva	acaladeva	acaladeva		1	1	2	BHS PD
130046		jaladeva	jaladeva	jaladeva		1	1	5	MW PWG PWK SCH VCP
130047	M	baijaladeva	bEjaladeva	baijaladeva		1	1	1	MW
130048	M	vaijaladeva	vEjaladeva	vaijaladeva		1	1	1	MW
130049	U	utpaladeva	utpaladeva	utpaladeva		0	0		
130050		baladeva	baladeva	baladeva		1	1	8	BHS CAE CCS INM MW PWG PWK VCP
130051		kamaladeva	kamaladeva	kamaladeva		1	1	3	MW PWG PWK
130052		vīsaladeva	vIsaladeva	vīsaladeva		1	1	2	MW PWK
130053		harikāladeva	harikAladeva	harikāladeva		1	1	3	MW PWG PWK
130054		mūjāladeva	mUjAladeva	mūjāladeva		1	1	3	MW PWG PWK
130055		tribhuva--napāladeva	triBuvanapAladeva	tribhuvanapāladeva	hyph	1	1	3	MW PWG PWK
130056		vigraha--pāladeva	vigrahapAladeva	vigrahapāladeva	hyph	1	1	3	MW PWG PWK
130057	M	haripāladeva	haripAladeva	haripāladeva		1	1	1	MW
130058		gopāladeva	gopAladeva	gopāladeva		1	1	3	MW PWG PWK
130059		bāladeva	bAladeva	bāladeva		1	1	5	CAE CCS MW PWG PWK
130060	M	ballāladeva	ballAladeva	ballāladeva		1	1	1	MW
130061		kapiladeva	kapiladeva	kapiladeva		1	1	3	MW PWG PWK
130062		kuladeva	kuladeva	kuladeva		1	1	5	CAE CCS MW PWG PWK
130063		taṇḍuladeva	taRquladeva	tanḍuladeva		1	1	3	MW PWG PWK
130064		mūladeva	mUladeva	mūladeva		1	1	5	CAE CCS MW PWG PWK
130065		roladeva	roladeva	roladeva		1	1	4	MD MW PWG PWK
130066		malladeva	malladeva	malladeva		1	1	3	MW PWG PWK
130067		tribhuva--namalladeva	triBuvanamalladeva	tribhuvanamalladeva	hyph	1	1	2	MW PWK
130068		kehladeva	kehladeva	kehladeva		1	1	3	MW PWG PWK
130069	G	rāghavadeva	rAGavadeva	rāghavadeva		1	1	3	MW PWG PWK
130070		mādhavadeva	mADavadeva	mādhavadeva		1	1	3	MW PWG PWK
130071		mānavadeva	mAnavadeva	mānavadeva		1	1	6	CAE CCS MD MW PWG PWK
130072		bhavadeva	Bavadeva	bhavadeva		1	1	4	BHS MW PWG PWK
130073		suprabhavadeva	supraBavadeva	suprabhavadeva		1	1	2	MW PWK
130074		śāṃbhavadeva	sAMBavadeva	sāmbhavadeva	acc	0	0		
130075	M	śāmbhavadeva	sAmBavadeva	sāmbhavadeva	acc	0	0		
130076	U	keśavadeva	kesavadeva	kesavadeva	acc	0	0		
130077	H	yāvadeva	yAvadeva	yāvadeva		1	1	1	BHS
130078		śivadeva	sivadeva	sivadeva	acc	0	0		
130079		jīvadeva	jIvadeva	jīvadeva		1	1	3	MW PWG PWK
130080		devadeva	devadeva	devadeva		1	1	7	CAE CCS INM MW PWG PWK VCP
130081	M	dvija--devadeva	dvijadevadeva	dvijadevadeva	hyph	1	1	1	MW
130082		naradevadeva	naradevadeva	naradevadeva		1	1	3	MW PWG PWK
130083		kāṇvadeva	kARvadeva	kānvadeva		1	1	2	MW PWK
130084		ūrdhvadeva	UrDvadeva	ūrdhvadeva		1	1	3	MW PWG PWK
130085	M	sarvadeva	sarvadeva	sarvadeva		1	1	3	INM MD MW
130086		pūrvadeva	pUrvadeva	pūrvadeva		1	1	6	CAE INM MW PWG PWK VCP
130087	M	aśvadeva	asvadeva	asvadeva	acc	0	0		
